Security,GUKG10   Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
02/08/2016,0.808,0.808
01/08/2016,0.73,0.73
29/07/2016,0.685,0.685
28/07/2016,0.713,0.713
27/07/2016,0.738,0.738
26/07/2016,0.822,0.822
25/07/2016,0.81,0.81
22/07/2016,0.798,0.798
21/07/2016,0.834,0.834
20/07/2016,0.835,0.835
19/07/2016,0.801,0.801
18/07/2016,0.824,0.824
15/07/2016,0.834,0.834
14/07/2016,0.794,0.794
13/07/2016,0.745,0.745
12/07/2016,0.828,0.828
11/07/2016,0.758,0.758
08/07/2016,0.735,0.735
07/07/2016,0.781,0.781
06/07/2016,0.765,0.765
05/07/2016,0.771,0.771
04/07/2016,0.833,0.833
01/07/2016,0.863,0.863
30/06/2016,0.867,0.867
29/06/2016,0.949,0.949
28/06/2016,0.961,0.961
27/06/2016,0.934,0.934
24/06/2016,1.086,1.086
23/06/2016,1.373,1.373
22/06/2016,1.313,1.313
21/06/2016,1.287,1.287
20/06/2016,1.238,1.238
17/06/2016,1.144,1.144
16/06/2016,1.11,1.11
15/06/2016,1.12,1.12
14/06/2016,1.144,1.144
13/06/2016,1.209,1.209
10/06/2016,1.232,1.232
09/06/2016,1.243,1.243
08/06/2016,1.253,1.253
07/06/2016,1.267,1.267
06/06/2016,1.28,1.28
03/06/2016,1.276,1.276
02/06/2016,1.344,1.344
01/06/2016,1.373,1.373
31/05/2016,1.429,1.429
30/05/2016,1.436,1.436
27/05/2016,1.436,1.436
26/05/2016,1.415,1.415
25/05/2016,1.456,1.456
24/05/2016,1.472,1.472
23/05/2016,1.449,1.449
20/05/2016,1.452,1.452
19/05/2016,1.439,1.439
18/05/2016,1.438,1.438
17/05/2016,1.37,1.37
16/05/2016,1.395,1.395
13/05/2016,1.376,1.376
12/05/2016,1.404,1.404
11/05/2016,1.392,1.392
10/05/2016,1.404,1.404
09/05/2016,1.411,1.411
06/05/2016,1.418,1.418
05/05/2016,1.465,1.465
04/05/2016,1.526,1.526
03/05/2016,1.528,1.528
02/05/2016,1.596,1.596
29/04/2016,1.596,1.596
28/04/2016,1.608,1.608
27/04/2016,1.627,1.627
26/04/2016,1.66,1.66
25/04/2016,1.608,1.608
22/04/2016,1.6,1.6
21/04/2016,1.591,1.591
20/04/2016,1.482,1.482
19/04/2016,1.508,1.508
18/04/2016,1.478,1.478
15/04/2016,1.414,1.414
14/04/2016,1.45,1.45
13/04/2016,1.423,1.423
12/04/2016,1.442,1.442
11/04/2016,1.394,1.394
08/04/2016,1.363,1.363
07/04/2016,1.328,1.328
06/04/2016,1.381,1.381
05/04/2016,1.375,1.375
04/04/2016,1.429,1.429
01/04/2016,1.409,1.409
31/03/2016,1.415,1.415
30/03/2016,1.434,1.434
29/03/2016,1.411,1.411
28/03/2016,1.453,1.453
25/03/2016,1.453,1.453
24/03/2016,1.453,1.453
23/03/2016,1.449,1.449
22/03/2016,1.456,1.456
21/03/2016,1.477,1.477
18/03/2016,1.448,1.448
17/03/2016,1.455,1.455
16/03/2016,1.523,1.523
15/03/2016,1.537,1.537
14/03/2016,1.551,1.551
11/03/2016,1.575,1.575
10/03/2016,1.539,1.539
09/03/2016,1.47,1.47
08/03/2016,1.385,1.385
07/03/2016,1.48,1.48
04/03/2016,1.484,1.484
03/03/2016,1.431,1.431
02/03/2016,1.462,1.462
01/03/2016,1.397,1.397
29/02/2016,1.337,1.337
26/02/2016,1.399,1.399
25/02/2016,1.364,1.364
24/02/2016,1.361,1.361
23/02/2016,1.434,1.434
22/02/2016,1.394,1.394
19/02/2016,1.414,1.414
18/02/2016,1.445,1.445
17/02/2016,1.481,1.481
16/02/2016,1.44,1.44
15/02/2016,1.43,1.43
12/02/2016,1.414,1.414
11/02/2016,1.304,1.304
10/02/2016,1.413,1.413
09/02/2016,1.412,1.412
08/02/2016,1.412,1.412
05/02/2016,1.559,1.559
04/02/2016,1.566,1.566
03/02/2016,1.532,1.532
02/02/2016,1.542,1.542
01/02/2016,1.621,1.621
29/01/2016,1.56,1.56
28/01/2016,1.67,1.67
27/01/2016,1.71,1.71
26/01/2016,1.693,1.693
25/01/2016,1.687,1.687
22/01/2016,1.711,1.711
21/01/2016,1.67,1.67
20/01/2016,1.622,1.622
19/01/2016,1.699,1.699
18/01/2016,1.692,1.692
15/01/2016,1.662,1.662
14/01/2016,1.731,1.731
13/01/2016,1.741,1.741
12/01/2016,1.747,1.747
11/01/2016,1.777,1.777
08/01/2016,1.77,1.77
07/01/2016,1.803,1.803
06/01/2016,1.793,1.793
05/01/2016,1.874,1.874
04/01/2016,1.876,1.876
01/01/2016,1.96,1.96
31/12/2015,1.96,1.96
30/12/2015,1.988,1.988
29/12/2015,1.901,1.901
28/12/2015,1.92,1.92
25/12/2015,1.92,1.92
24/12/2015,1.92,1.92
23/12/2015,1.938,1.938
22/12/2015,1.875,1.875
21/12/2015,1.816,1.816
18/12/2015,1.831,1.831
17/12/2015,1.85,1.85
16/12/2015,1.946,1.946
15/12/2015,1.938,1.938
14/12/2015,1.84,1.84
11/12/2015,1.813,1.813
10/12/2015,1.866,1.866
09/12/2015,1.876,1.876
08/12/2015,1.822,1.822
07/12/2015,1.803,1.803
04/12/2015,1.921,1.921
03/12/2015,1.883,1.883
02/12/2015,1.753,1.753
01/12/2015,1.761,1.761
30/11/2015,1.825,1.825
27/11/2015,1.816,1.816
26/11/2015,1.841,1.841
25/11/2015,1.884,1.884
24/11/2015,1.868,1.868
23/11/2015,1.877,1.877
20/11/2015,1.874,1.874
19/11/2015,1.884,1.884
18/11/2015,1.923,1.923
17/11/2015,1.976,1.976
16/11/2015,1.939,1.939
13/11/2015,1.98,1.98
12/11/2015,2.008,2.008
11/11/2015,2.051,2.051
10/11/2015,2.026,2.026
09/11/2015,2.035,2.035
06/11/2015,2.038,2.038
05/11/2015,1.967,1.967
04/11/2015,1.994,1.994
03/11/2015,1.979,1.979
02/11/2015,1.935,1.935
30/10/2015,1.922,1.922
29/10/2015,1.921,1.921
28/10/2015,1.796,1.796
27/10/2015,1.763,1.763
26/10/2015,1.83,1.83
23/10/2015,1.861,1.861
22/10/2015,1.799,1.799
21/10/2015,1.797,1.797
20/10/2015,1.855,1.855
19/10/2015,1.822,1.822
16/10/2015,1.801,1.801
15/10/2015,1.766,1.766
14/10/2015,1.757,1.757
13/10/2015,1.828,1.828
12/10/2015,1.818,1.818
09/10/2015,1.862,1.862
08/10/2015,1.815,1.815
07/10/2015,1.826,1.826
06/10/2015,1.798,1.798
05/10/2015,1.785,1.785
02/10/2015,1.701,1.701
01/10/2015,1.742,1.742
30/09/2015,1.762,1.762
29/09/2015,1.756,1.756
28/09/2015,1.771,1.771
25/09/2015,1.84,1.84
24/09/2015,1.755,1.755
23/09/2015,1.796,1.796
22/09/2015,1.784,1.784
21/09/2015,1.884,1.884
18/09/2015,1.83,1.83
17/09/2015,1.955,1.955
16/09/2015,1.942,1.942
15/09/2015,1.911,1.911
14/09/2015,1.852,1.852
11/09/2015,1.829,1.829
10/09/2015,1.873,1.873
09/09/2015,1.868,1.868
08/09/2015,1.839,1.839
07/09/2015,1.806,1.806
04/09/2015,1.826,1.826
03/09/2015,1.903,1.903
02/09/2015,1.925,1.925
01/09/2015,1.933,1.933
31/08/2015,1.962,1.962
28/08/2015,1.962,1.962
27/08/2015,1.979,1.979
26/08/2015,1.955,1.955
25/08/2015,1.906,1.906
24/08/2015,1.817,1.817
21/08/2015,1.691,1.691
20/08/2015,1.763,1.763
19/08/2015,1.834,1.834
18/08/2015,1.875,1.875
17/08/2015,1.817,1.817
14/08/2015,1.877,1.877
13/08/2015,1.84,1.84
12/08/2015,1.794,1.794
11/08/2015,1.818,1.818
10/08/2015,1.922,1.922
07/08/2015,1.848,1.848
06/08/2015,1.923,1.923
05/08/2015,1.976,1.976
04/08/2015,1.873,1.873
03/08/2015,1.867,1.867
31/07/2015,1.882,1.882
30/07/2015,1.966,1.966
29/07/2015,1.978,1.978
28/07/2015,1.936,1.936
27/07/2015,1.936,1.936
24/07/2015,1.934,1.934
23/07/2015,2.009,2.009
22/07/2015,2.03,2.03
21/07/2015,2.086,2.086
20/07/2015,2.061,2.061
17/07/2015,2.078,2.078
16/07/2015,2.076,2.076
15/07/2015,2.116,2.116
14/07/2015,2.123,2.123
13/07/2015,2.119,2.119
10/07/2015,2.08,2.08
09/07/2015,1.953,1.953
08/07/2015,1.892,1.892
07/07/2015,1.833,1.833
06/07/2015,2.005,2.005
03/07/2015,1.997,1.997
02/07/2015,2.079,2.079
01/07/2015,2.105,2.105
30/06/2015,2.024,2.024
29/06/2015,2.074,2.074
26/06/2015,2.187,2.187
25/06/2015,2.144,2.144
24/06/2015,2.132,2.132
23/06/2015,2.109,2.109
22/06/2015,2.098,2.098
19/06/2015,2.005,2.005
18/06/2015,2.041,2.041
17/06/2015,2.061,2.061
16/06/2015,1.988,1.988
15/06/2015,2.023,2.023
12/06/2015,1.988,1.988
11/06/2015,2.047,2.047
10/06/2015,2.128,2.128
09/06/2015,2.098,2.098
08/06/2015,2.045,2.045
05/06/2015,2.079,2.079
04/06/2015,2.034,2.034
03/06/2015,2.078,2.078
02/06/2015,1.98,1.98
01/06/2015,1.848,1.848
29/05/2015,1.813,1.813
28/05/2015,1.824,1.824
27/05/2015,1.882,1.882
26/05/2015,1.875,1.875
25/05/2015,1.928,1.928
22/05/2015,1.928,1.928
21/05/2015,1.975,1.975
20/05/2015,1.978,1.978
19/05/2015,1.947,1.947
18/05/2015,1.951,1.951
15/05/2015,1.88,1.88
14/05/2015,1.982,1.982
13/05/2015,2.021,2.021
12/05/2015,1.984,1.984
11/05/2015,1.949,1.949
08/05/2015,1.876,1.876
07/05/2015,1.921,1.921
06/05/2015,1.984,1.984
05/05/2015,1.97,1.97
01/05/2015,1.842,1.842
30/04/2015,1.834,1.834
29/04/2015,1.833,1.833
28/04/2015,1.695,1.695
27/04/2015,1.691,1.691
24/04/2015,1.648,1.648
23/04/2015,1.691,1.691
22/04/2015,1.714,1.714
21/04/2015,1.567,1.567
20/04/2015,1.567,1.567
17/04/2015,1.584,1.584
16/04/2015,1.607,1.607
15/04/2015,1.56,1.56
14/04/2015,1.514,1.514
13/04/2015,1.593,1.593
10/04/2015,1.58,1.58
09/04/2015,1.571,1.571
08/04/2015,1.579,1.579
07/04/2015,1.583,1.583
06/04/2015,1.592,1.592
03/04/2015,1.592,1.592
02/04/2015,1.592,1.592
01/04/2015,1.541,1.541
31/03/2015,1.576,1.576
30/03/2015,1.577,1.577
27/03/2015,1.542,1.542
26/03/2015,1.583,1.583
25/03/2015,1.48,1.48
24/03/2015,1.505,1.505
23/03/2015,1.51,1.51
20/03/2015,1.516,1.516
19/03/2015,1.533,1.533
18/03/2015,1.596,1.596
17/03/2015,1.684,1.684
16/03/2015,1.676,1.676
13/03/2015,1.709,1.709
12/03/2015,1.741,1.741
11/03/2015,1.813,1.813
10/03/2015,1.796,1.796
09/03/2015,1.935,1.935
06/03/2015,1.948,1.948
05/03/2015,1.859,1.859
04/03/2015,1.876,1.876
03/03/2015,1.843,1.843
02/03/2015,1.787,1.787
27/02/2015,1.796,1.796
26/02/2015,1.732,1.732
25/02/2015,1.718,1.718
24/02/2015,1.763,1.763
23/02/2015,1.799,1.799
20/02/2015,1.765,1.765
19/02/2015,1.822,1.822
18/02/2015,1.848,1.848
17/02/2015,1.761,1.761
16/02/2015,1.686,1.686
13/02/2015,1.676,1.676
12/02/2015,1.664,1.664
11/02/2015,1.674,1.674
10/02/2015,1.666,1.666
09/02/2015,1.61,1.61
06/02/2015,1.646,1.646
05/02/2015,1.546,1.546
04/02/2015,1.532,1.532
03/02/2015,1.462,1.462
02/02/2015,1.376,1.376
30/01/2015,1.33,1.33
29/01/2015,1.421,1.421
28/01/2015,1.459,1.459
27/01/2015,1.483,1.483
26/01/2015,1.513,1.513
23/01/2015,1.478,1.478
22/01/2015,1.517,1.517
21/01/2015,1.505,1.505
20/01/2015,1.534,1.534
19/01/2015,1.527,1.527
16/01/2015,1.534,1.534
15/01/2015,1.509,1.509
14/01/2015,1.512,1.512
13/01/2015,1.584,1.584
12/01/2015,1.575,1.575
09/01/2015,1.6,1.6
08/01/2015,1.646,1.646
07/01/2015,1.615,1.615
06/01/2015,1.563,1.563
05/01/2015,1.67,1.67
02/01/2015,1.718,1.718
01/01/2015,1.756,1.756
31/12/2014,1.756,1.756
30/12/2014,1.79,1.79
29/12/2014,1.818,1.818
26/12/2014,1.881,1.881
25/12/2014,1.881,1.881
24/12/2014,1.881,1.881
23/12/2014,1.849,1.849
22/12/2014,1.822,1.822
19/12/2014,1.85,1.85
18/12/2014,1.87,1.87
17/12/2014,1.771,1.771
16/12/2014,1.775,1.775
15/12/2014,1.801,1.801
12/12/2014,1.8,1.8
11/12/2014,1.908,1.908
10/12/2014,1.911,1.911
09/12/2014,1.888,1.888
08/12/2014,1.961,1.961
05/12/2014,2.019,2.019
04/12/2014,1.988,1.988
03/12/2014,2.013,2.013
02/12/2014,1.969,1.969
01/12/2014,1.898,1.898
28/11/2014,1.926,1.926
27/11/2014,1.923,1.923
26/11/2014,1.98,1.98
25/11/2014,2.009,2.009
24/11/2014,2.047,2.047
21/11/2014,2.048,2.048
20/11/2014,2.094,2.094
19/11/2014,2.141,2.141
18/11/2014,2.12,2.12
17/11/2014,2.12,2.12
14/11/2014,2.116,2.116
13/11/2014,2.181,2.181
12/11/2014,2.192,2.192
11/11/2014,2.236,2.236
10/11/2014,2.205,2.205
07/11/2014,2.202,2.202
06/11/2014,2.245,2.245
05/11/2014,2.26,2.26
04/11/2014,2.228,2.228
03/11/2014,2.273,2.273
31/10/2014,2.247,2.247
30/10/2014,2.224,2.224
29/10/2014,2.256,2.256
28/10/2014,2.236,2.236
27/10/2014,2.207,2.207
24/10/2014,2.23,2.23
23/10/2014,2.242,2.242
22/10/2014,2.212,2.212
21/10/2014,2.172,2.172
20/10/2014,2.15,2.15
17/10/2014,2.189,2.189
16/10/2014,2.095,2.095
15/10/2014,1.955,1.955
14/10/2014,2.127,2.127
13/10/2014,2.167,2.167
10/10/2014,2.217,2.217
09/10/2014,2.262,2.262
08/10/2014,2.264,2.264
07/10/2014,2.289,2.289
06/10/2014,2.355,2.355
03/10/2014,2.389,2.389
02/10/2014,2.325,2.325
01/10/2014,2.359,2.359
30/09/2014,2.425,2.425
29/09/2014,2.44,2.44
26/09/2014,2.468,2.468
25/09/2014,2.445,2.445
24/09/2014,2.481,2.481
23/09/2014,2.485,2.485
22/09/2014,2.494,2.494
19/09/2014,2.544,2.544
18/09/2014,2.575,2.575
17/09/2014,2.517,2.517
16/09/2014,2.524,2.524
15/09/2014,2.542,2.542
12/09/2014,2.529,2.529
11/09/2014,2.497,2.497
10/09/2014,2.505,2.505
09/09/2014,2.48,2.48
08/09/2014,2.477,2.477
05/09/2014,2.463,2.463
04/09/2014,2.494,2.494
03/09/2014,2.473,2.473
02/09/2014,2.44,2.44
01/09/2014,2.383,2.383
29/08/2014,2.368,2.368
28/08/2014,2.371,2.371
27/08/2014,2.373,2.373
26/08/2014,2.449,2.449
25/08/2014,2.405,2.405
22/08/2014,2.405,2.405
21/08/2014,2.396,2.396
20/08/2014,2.418,2.418
19/08/2014,2.401,2.401
18/08/2014,2.427,2.427
15/08/2014,2.326,2.326
14/08/2014,2.442,2.442
13/08/2014,2.441,2.441
12/08/2014,2.483,2.483
11/08/2014,2.49,2.49
08/08/2014,2.46,2.46
07/08/2014,2.482,2.482
06/08/2014,2.514,2.514
05/08/2014,2.579,2.579
04/08/2014,2.537,2.537
01/08/2014,2.548,2.548
31/07/2014,2.602,2.602
30/07/2014,2.597,2.597
29/07/2014,2.546,2.546
28/07/2014,2.578,2.578
25/07/2014,2.57,2.57
24/07/2014,2.606,2.606
23/07/2014,2.554,2.554
22/07/2014,2.585,2.585
21/07/2014,2.566,2.566
18/07/2014,2.571,2.571
17/07/2014,2.586,2.586
16/07/2014,2.651,2.651
15/07/2014,2.644,2.644
14/07/2014,2.604,2.604
11/07/2014,2.601,2.601
10/07/2014,2.627,2.627
09/07/2014,2.659,2.659
08/07/2014,2.647,2.647
07/07/2014,2.726,2.726
04/07/2014,2.757,2.757
03/07/2014,2.75,2.75
02/07/2014,2.751,2.751
01/07/2014,2.705,2.705
30/06/2014,2.67,2.67
27/06/2014,2.64,2.64
26/06/2014,2.636,2.636
25/06/2014,2.646,2.646
24/06/2014,2.734,2.734
23/06/2014,2.738,2.738
20/06/2014,2.76,2.76
19/06/2014,2.735,2.735
18/06/2014,2.74,2.74
17/06/2014,2.777,2.777
16/06/2014,2.753,2.753
13/06/2014,2.745,2.745
12/06/2014,2.717,2.717
11/06/2014,2.711,2.711
10/06/2014,2.72,2.72
09/06/2014,2.699,2.699
06/06/2014,2.655,2.655
05/06/2014,2.677,2.677
04/06/2014,2.698,2.698
03/06/2014,2.647,2.647
02/06/2014,2.614,2.614
30/05/2014,2.57,2.57
29/05/2014,2.541,2.541
28/05/2014,2.548,2.548
27/05/2014,2.642,2.642
23/05/2014,2.635,2.635
22/05/2014,2.653,2.653
21/05/2014,2.645,2.645
20/05/2014,2.61,2.61
19/05/2014,2.587,2.587
16/05/2014,2.564,2.564
15/05/2014,2.524,2.524
14/05/2014,2.583,2.583
13/05/2014,2.682,2.682
12/05/2014,2.733,2.733
09/05/2014,2.685,2.685
08/05/2014,2.644,2.644
07/05/2014,2.658,2.658
06/05/2014,2.657,2.657
05/05/2014,2.641,2.641
02/05/2014,2.642,2.642
01/05/2014,2.635,2.635
30/04/2014,2.663,2.663
29/04/2014,2.686,2.686
28/04/2014,2.664,2.664
25/04/2014,2.639,2.639
24/04/2014,2.691,2.691
23/04/2014,2.678,2.678
22/04/2014,2.711,2.711
21/04/2014,2.668,2.668
18/04/2014,2.668,2.668
17/04/2014,2.668,2.668
16/04/2014,2.636,2.636
15/04/2014,2.601,2.601
14/04/2014,2.637,2.637
11/04/2014,2.611,2.611
10/04/2014,2.619,2.619
09/04/2014,2.69,2.69
08/04/2014,2.694,2.694
07/04/2014,2.664,2.664
04/04/2014,2.686,2.686
03/04/2014,2.754,2.754
02/04/2014,2.774,2.774
01/04/2014,2.732,2.732
31/03/2014,2.736,2.736
28/03/2014,2.724,2.724
27/03/2014,2.675,2.675
26/03/2014,2.699,2.699
25/03/2014,2.708,2.708
24/03/2014,2.686,2.686
21/03/2014,2.747,2.747
20/03/2014,2.767,2.767
19/03/2014,2.697,2.697
18/03/2014,2.677,2.677
17/03/2014,2.682,2.682
14/03/2014,2.664,2.664
13/03/2014,2.687,2.687
12/03/2014,2.752,2.752
11/03/2014,2.783,2.783
10/03/2014,2.796,2.796
07/03/2014,2.794,2.794
06/03/2014,2.767,2.767
05/03/2014,2.719,2.719
04/03/2014,2.697,2.697
03/03/2014,2.645,2.645
28/02/2014,2.719,2.719
27/02/2014,2.676,2.676
26/02/2014,2.725,2.725
25/02/2014,2.744,2.744
24/02/2014,2.774,2.774
21/02/2014,2.781,2.781
20/02/2014,2.798,2.798
19/02/2014,2.731,2.731
18/02/2014,2.746,2.746
17/02/2014,2.782,2.782
14/02/2014,2.794,2.794
13/02/2014,2.791,2.791
12/02/2014,2.819,2.819
11/02/2014,2.742,2.742
10/02/2014,2.719,2.719
07/02/2014,2.712,2.712
06/02/2014,2.747,2.747
05/02/2014,2.689,2.689
04/02/2014,2.701,2.701
03/02/2014,2.689,2.689
31/01/2014,2.707,2.707
30/01/2014,2.751,2.751
29/01/2014,2.762,2.762
28/01/2014,2.806,2.806
27/01/2014,2.775,2.775
24/01/2014,2.772,2.772
23/01/2014,2.81,2.81
22/01/2014,2.886,2.886
21/01/2014,2.834,2.834
20/01/2014,2.828,2.828
17/01/2014,2.831,2.831
16/01/2014,2.811,2.811
15/01/2014,2.863,2.863
14/01/2014,2.834,2.834
13/01/2014,2.828,2.828
10/01/2014,2.873,2.873
09/01/2014,2.983,2.983
08/01/2014,2.973,2.973
07/01/2014,2.95,2.95
06/01/2014,2.972,2.972
03/01/2014,3.024,3.024
02/01/2014,3.027,3.027
01/01/2014,3.022,3.022
31/12/2013,3.022,3.022
30/12/2013,3.033,3.033
27/12/2013,3.074,3.074
26/12/2013,2.976,2.976
25/12/2013,2.976,2.976
24/12/2013,2.976,2.976
23/12/2013,2.964,2.964
20/12/2013,2.944,2.944
19/12/2013,2.959,2.959
18/12/2013,2.921,2.921
17/12/2013,2.869,2.869
16/12/2013,2.884,2.884
13/12/2013,2.897,2.897
12/12/2013,2.898,2.898
11/12/2013,2.863,2.863
10/12/2013,2.881,2.881
09/12/2013,2.92,2.92
06/12/2013,2.902,2.902
05/12/2013,2.917,2.917
04/12/2013,2.902,2.902
03/12/2013,2.816,2.816
02/12/2013,2.848,2.848
29/11/2013,2.769,2.769
28/11/2013,2.738,2.738
27/11/2013,2.768,2.768
26/11/2013,2.732,2.732
25/11/2013,2.77,2.77
22/11/2013,2.791,2.791
21/11/2013,2.818,2.818
20/11/2013,2.733,2.733
19/11/2013,2.724,2.724
18/11/2013,2.721,2.721
15/11/2013,2.745,2.745
14/11/2013,2.755,2.755
13/11/2013,2.802,2.802
12/11/2013,2.804,2.804
11/11/2013,2.805,2.805
08/11/2013,2.767,2.767
07/11/2013,2.668,2.668
06/11/2013,2.715,2.715
05/11/2013,2.721,2.721
04/11/2013,2.625,2.625
01/11/2013,2.647,2.647
31/10/2013,2.617,2.617
30/10/2013,2.541,2.541
29/10/2013,2.6,2.6
28/10/2013,2.607,2.607
25/10/2013,2.614,2.614
24/10/2013,2.629,2.629
23/10/2013,2.597,2.597
22/10/2013,2.638,2.638
21/10/2013,2.737,2.737
18/10/2013,2.715,2.715
17/10/2013,2.746,2.746
16/10/2013,2.833,2.833
15/10/2013,2.805,2.805
14/10/2013,2.746,2.746
11/10/2013,2.737,2.737
10/10/2013,2.749,2.749
09/10/2013,2.683,2.683
08/10/2013,2.696,2.696
07/10/2013,2.707,2.707
04/10/2013,2.74,2.74
03/10/2013,2.677,2.677
02/10/2013,2.713,2.713
01/10/2013,2.714,2.714
30/09/2013,2.721,2.721
27/09/2013,2.709,2.709
26/09/2013,2.748,2.748
25/09/2013,2.753,2.753
24/09/2013,2.794,2.794
23/09/2013,2.91,2.91
20/09/2013,2.921,2.921
19/09/2013,2.9,2.9
18/09/2013,3.003,3.003
17/09/2013,2.933,2.933
16/09/2013,2.881,2.881
13/09/2013,2.913,2.913
12/09/2013,2.942,2.942
11/09/2013,3.004,3.004
10/09/2013,3.019,3.019
09/09/2013,2.955,2.955
06/09/2013,2.937,2.937
05/09/2013,3.008,3.008
04/09/2013,2.879,2.879
03/09/2013,2.88,2.88
02/09/2013,2.845,2.845
30/08/2013,2.772,2.772
29/08/2013,2.773,2.773
28/08/2013,2.804,2.804
27/08/2013,2.595,2.595
26/08/2013,2.717,2.717
23/08/2013,2.707,2.707
22/08/2013,2.713,2.713
21/08/2013,2.706,2.706
20/08/2013,2.675,2.675
19/08/2013,2.746,2.746
16/08/2013,2.704,2.704
15/08/2013,2.686,2.686
14/08/2013,2.638,2.638
13/08/2013,2.597,2.597
12/08/2013,2.463,2.463
09/08/2013,2.46,2.46
08/08/2013,2.482,2.482
07/08/2013,2.484,2.484
06/08/2013,2.478,2.478
05/08/2013,2.475,2.475
02/08/2013,2.425,2.425
01/08/2013,2.401,2.401
31/07/2013,2.358,2.358
30/07/2013,2.314,2.314
29/07/2013,2.318,2.318
26/07/2013,2.333,2.333
25/07/2013,2.377,2.377
24/07/2013,2.395,2.395
23/07/2013,2.306,2.306
22/07/2013,2.259,2.259
19/07/2013,2.284,2.284
18/07/2013,2.258,2.258
17/07/2013,2.292,2.292
16/07/2013,2.262,2.262
15/07/2013,2.342,2.342
12/07/2013,2.328,2.328
11/07/2013,2.379,2.379
10/07/2013,2.414,2.414
09/07/2013,2.434,2.434
08/07/2013,2.482,2.482
05/07/2013,2.485,2.485
04/07/2013,2.38,2.38
03/07/2013,2.394,2.394
02/07/2013,2.374,2.374
01/07/2013,2.417,2.417
28/06/2013,2.443,2.443
27/06/2013,2.428,2.428
26/06/2013,2.457,2.457
25/06/2013,2.538,2.538
24/06/2013,2.534,2.534
21/06/2013,2.404,2.404
20/06/2013,2.294,2.294
19/06/2013,2.132,2.132
18/06/2013,2.138,2.138
17/06/2013,2.077,2.077
14/06/2013,2.061,2.061
13/06/2013,2.122,2.122
12/06/2013,2.144,2.144
11/06/2013,2.174,2.174
10/06/2013,2.143,2.143
07/06/2013,2.069,2.069
06/06/2013,2.024,2.024
05/06/2013,2.009,2.009
04/06/2013,2.036,2.036
03/06/2013,1.992,1.992
31/05/2013,2.002,2.002
30/05/2013,1.967,1.967
29/05/2013,2,2
28/05/2013,1.963,1.963
27/05/2013,1.911,1.911
24/05/2013,1.897,1.897
23/05/2013,1.912,1.912
22/05/2013,1.903,1.903
21/05/2013,1.91,1.91
20/05/2013,1.917,1.917
17/05/2013,1.884,1.884
16/05/2013,1.861,1.861
15/05/2013,1.923,1.923
14/05/2013,1.899,1.899
13/05/2013,1.88,1.88
10/05/2013,1.89,1.89
09/05/2013,1.784,1.784
08/05/2013,1.771,1.771
07/05/2013,1.788,1.788
06/05/2013,1.718,1.718
03/05/2013,1.725,1.725
02/05/2013,1.623,1.623
01/05/2013,1.652,1.652
30/04/2013,1.69,1.69
29/04/2013,1.657,1.657
26/04/2013,1.679,1.679
25/04/2013,1.731,1.731
24/04/2013,1.689,1.689
23/04/2013,1.715,1.715
22/04/2013,1.652,1.652
19/04/2013,1.662,1.662
18/04/2013,1.658,1.658
17/04/2013,1.683,1.683
16/04/2013,1.731,1.731
15/04/2013,1.704,1.704
12/04/2013,1.727,1.727
11/04/2013,1.767,1.767
10/04/2013,1.783,1.783
09/04/2013,1.738,1.738
08/04/2013,1.697,1.697
05/04/2013,1.631,1.631
04/04/2013,1.713,1.713
03/04/2013,1.755,1.755
02/04/2013,1.777,1.777
01/04/2013,1.768,1.768
29/03/2013,1.768,1.768
28/03/2013,1.768,1.768
27/03/2013,1.722,1.722
26/03/2013,1.788,1.788
25/03/2013,1.803,1.803
22/03/2013,1.852,1.852
21/03/2013,1.859,1.859
20/03/2013,1.875,1.875
19/03/2013,1.83,1.83
18/03/2013,1.895,1.895
15/03/2013,1.936,1.936
14/03/2013,1.963,1.963
13/03/2013,1.966,1.966
12/03/2013,1.964,1.964
11/03/2013,2.016,2.016
08/03/2013,2.061,2.061
07/03/2013,2.011,2.011
06/03/2013,1.955,1.955
05/03/2013,1.962,1.962
04/03/2013,1.907,1.907
01/03/2013,1.871,1.871
28/02/2013,1.973,1.973
27/02/2013,1.958,1.958
26/02/2013,1.967,1.967
25/02/2013,2.081,2.081
22/02/2013,2.109,2.109
21/02/2013,2.101,2.101
20/02/2013,2.193,2.193
19/02/2013,2.182,2.182
18/02/2013,2.195,2.195
15/02/2013,2.193,2.193
14/02/2013,2.195,2.195
13/02/2013,2.209,2.209
12/02/2013,2.103,2.103
11/02/2013,2.111,2.111
08/02/2013,2.095,2.095
07/02/2013,2.104,2.104
06/02/2013,2.096,2.096
05/02/2013,2.12,2.12
04/02/2013,2.078,2.078
01/02/2013,2.097,2.097
31/01/2013,2.097,2.097
30/01/2013,2.114,2.114
29/01/2013,2.087,2.087
28/01/2013,2.104,2.104
25/01/2013,2.056,2.056
24/01/2013,2.01,2.01
23/01/2013,1.99,1.99
22/01/2013,2.019,2.019
21/01/2013,2.055,2.055
18/01/2013,2.011,2.011
17/01/2013,2.041,2.041
16/01/2013,1.998,1.998
15/01/2013,2.023,2.023
14/01/2013,2.036,2.036
11/01/2013,2.082,2.082
10/01/2013,2.098,2.098
09/01/2013,2.024,2.024
