Security,GUKG10   Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
18/06/2009,3.845,3.845
17/06/2009,3.785,3.785
16/06/2009,3.899,3.899
15/06/2009,3.877,3.877
12/06/2009,3.974,3.974
11/06/2009,4.024,4.024
10/06/2009,3.921,3.921
09/06/2009,3.849,3.849
08/06/2009,3.868,3.868
05/06/2009,3.922,3.922
04/06/2009,3.849,3.849
03/06/2009,3.785,3.785
02/06/2009,3.893,3.893
01/06/2009,3.84,3.84
29/05/2009,3.747,3.747
28/05/2009,3.8,3.8
27/05/2009,3.745,3.745
26/05/2009,3.681,3.681
25/05/2009,3.729,3.729
22/05/2009,3.727,3.727
21/05/2009,3.665,3.665
20/05/2009,3.578,3.578
19/05/2009,3.5,3.5
18/05/2009,3.48,3.48
15/05/2009,3.537,3.537
14/05/2009,3.48,3.48
13/05/2009,3.519,3.519
12/05/2009,3.661,3.661
11/05/2009,3.658,3.658
08/05/2009,3.729,3.729
07/05/2009,3.678,3.678
06/05/2009,3.605,3.605
05/05/2009,3.555,3.555
04/05/2009,3.547,3.547
01/05/2009,3.553,3.553
30/04/2009,3.501,3.501
29/04/2009,3.455,3.455
28/04/2009,3.456,3.456
27/04/2009,3.484,3.484
24/04/2009,3.487,3.487
23/04/2009,3.518,3.518
22/04/2009,3.446,3.446
21/04/2009,3.311,3.311
20/04/2009,3.215,3.215
17/04/2009,3.357,3.357
16/04/2009,3.238,3.238
15/04/2009,3.257,3.257
14/04/2009,3.212,3.212
13/04/2009,3.29,3.29
10/04/2009,3.288,3.288
09/04/2009,3.285,3.285
08/04/2009,3.351,3.351
07/04/2009,3.441,3.441
06/04/2009,3.442,3.442
03/04/2009,3.424,3.424
02/04/2009,3.373,3.373
01/04/2009,3.131,3.131
31/03/2009,3.166,3.166
30/03/2009,3.179,3.179
27/03/2009,3.286,3.286
26/03/2009,3.31,3.31
25/03/2009,3.281,3.281
24/03/2009,3.333,3.333
23/03/2009,3.137,3.137
20/03/2009,3.028,3.028
19/03/2009,3.034,3.034
18/03/2009,3.114,3.114
17/03/2009,3.07,3.07
16/03/2009,3.034,3.034
13/03/2009,2.949,2.949
12/03/2009,2.951,2.951
11/03/2009,3.092,3.092
10/03/2009,3.113,3.113
09/03/2009,3.127,3.127
06/03/2009,3.064,3.064
05/03/2009,3.358,3.358
04/03/2009,3.643,3.643
03/03/2009,3.557,3.557
02/03/2009,3.56,3.56
27/02/2009,3.623,3.623
26/02/2009,3.641,3.641
25/02/2009,3.458,3.458
24/02/2009,3.415,3.415
23/02/2009,3.458,3.458
20/02/2009,3.415,3.415
19/02/2009,3.509,3.509
18/02/2009,3.388,3.388
17/02/2009,3.415,3.415
16/02/2009,3.496,3.496
13/02/2009,3.558,3.558
12/02/2009,3.477,3.477
11/02/2009,3.612,3.612
10/02/2009,3.853,3.853
09/02/2009,3.965,3.965
06/02/2009,3.735,3.735
05/02/2009,3.717,3.717
04/02/2009,3.772,3.772
03/02/2009,3.749,3.749
02/02/2009,3.696,3.696
30/01/2009,3.704,3.704
29/01/2009,3.687,3.687
28/01/2009,3.644,3.644
27/01/2009,3.668,3.668
26/01/2009,3.696,3.696
23/01/2009,3.686,3.686
22/01/2009,3.505,3.505
21/01/2009,3.444,3.444
20/01/2009,3.515,3.515
19/01/2009,3.429,3.429
16/01/2009,3.297,3.297
15/01/2009,3.14,3.14
14/01/2009,3.12,3.12
13/01/2009,3.207,3.207
12/01/2009,3.139,3.139
09/01/2009,3.135,3.135
08/01/2009,3.22,3.22
07/01/2009,3.285,3.285
06/01/2009,3.261,3.261
05/01/2009,3.154,3.154
02/01/2009,3.035,3.035
01/01/2009,3.02,3.02
31/12/2008,3.02,3.02
30/12/2008,3.089,3.089
29/12/2008,3.1,3.1
26/12/2008,3.052,3.052
25/12/2008,3.053,3.053
24/12/2008,3.052,3.052
23/12/2008,3.124,3.124
22/12/2008,3.13,3.13
19/12/2008,3.178,3.178
18/12/2008,3.175,3.175
17/12/2008,3.226,3.226
16/12/2008,3.399,3.399
15/12/2008,3.472,3.472
12/12/2008,3.598,3.598
11/12/2008,3.601,3.601
10/12/2008,3.57,3.57
09/12/2008,3.577,3.577
08/12/2008,3.586,3.586
05/12/2008,3.419,3.419
04/12/2008,3.46,3.46
03/12/2008,3.43,3.43
02/12/2008,3.482,3.482
01/12/2008,3.66,3.66
28/11/2008,3.768,3.768
27/11/2008,3.784,3.784
26/11/2008,3.786,3.786
25/11/2008,3.87,3.87
24/11/2008,3.936,3.936
21/11/2008,3.858,3.858
20/11/2008,3.889,3.889
19/11/2008,4.044,4.044
18/11/2008,4.079,4.079
17/11/2008,4.104,4.104
14/11/2008,4.071,4.071
13/11/2008,4.091,4.091
12/11/2008,4.108,4.108
11/11/2008,4.216,4.216
10/11/2008,4.197,4.197
07/11/2008,4.19,4.19
06/11/2008,4.325,4.325
05/11/2008,4.424,4.424
04/11/2008,4.477,4.477
03/11/2008,4.499,4.499
31/10/2008,4.524,4.524
30/10/2008,4.437,4.437
29/10/2008,4.399,4.399
28/10/2008,4.393,4.393
27/10/2008,4.378,4.378
24/10/2008,4.358,4.358
23/10/2008,4.471,4.471
22/10/2008,4.483,4.483
21/10/2008,4.612,4.612
20/10/2008,4.614,4.614
17/10/2008,4.67,4.67
16/10/2008,4.722,4.722
15/10/2008,4.709,4.709
14/10/2008,4.744,4.744
13/10/2008,4.662,4.662
10/10/2008,4.466,4.466
09/10/2008,4.366,4.366
08/10/2008,4.297,4.297
07/10/2008,4.237,4.237
06/10/2008,4.216,4.216
03/10/2008,4.405,4.405
02/10/2008,4.372,4.372
01/10/2008,4.432,4.432
30/09/2008,4.449,4.449
29/09/2008,4.383,4.383
26/09/2008,4.546,4.546
25/09/2008,4.622,4.622
24/09/2008,4.572,4.572
23/09/2008,4.664,4.664
22/09/2008,4.689,4.689
19/09/2008,4.605,4.605
18/09/2008,4.416,4.416
17/09/2008,4.407,4.407
16/09/2008,4.418,4.418
15/09/2008,4.46,4.46
12/09/2008,4.6,4.6
11/09/2008,4.448,4.448
10/09/2008,4.456,4.456
09/09/2008,4.44,4.44
08/09/2008,4.483,4.483
05/09/2008,4.381,4.381
04/09/2008,4.456,4.456
03/09/2008,4.496,4.496
02/09/2008,4.495,4.495
01/09/2008,4.458,4.458
29/08/2008,4.48,4.48
28/08/2008,4.485,4.485
27/08/2008,4.505,4.505
26/08/2008,4.494,4.494
25/08/2008,4.595,4.595
22/08/2008,4.602,4.602
21/08/2008,4.572,4.572
20/08/2008,4.559,4.559
19/08/2008,4.59,4.59
18/08/2008,4.596,4.596
15/08/2008,4.575,4.575
14/08/2008,4.635,4.635
13/08/2008,4.604,4.604
12/08/2008,4.635,4.635
11/08/2008,4.712,4.712
08/08/2008,4.683,4.683
07/08/2008,4.684,4.684
06/08/2008,4.747,4.747
05/08/2008,4.765,4.765
04/08/2008,4.81,4.81
01/08/2008,4.838,4.838
31/07/2008,4.806,4.806
30/07/2008,4.847,4.847
29/07/2008,4.898,4.898
28/07/2008,4.951,4.951
25/07/2008,4.994,4.994
24/07/2008,4.977,4.977
23/07/2008,5.046,5.046
22/07/2008,4.998,4.998
21/07/2008,5.051,5.051
18/07/2008,5.04,5.04
17/07/2008,4.9,4.9
16/07/2008,4.872,4.872
15/07/2008,4.861,4.861
14/07/2008,4.896,4.896
11/07/2008,4.894,4.894
10/07/2008,4.869,4.869
09/07/2008,4.885,4.885
08/07/2008,4.906,4.906
07/07/2008,4.916,4.916
04/07/2008,4.963,4.963
03/07/2008,5.035,5.035
02/07/2008,5.126,5.126
01/07/2008,5.149,5.149
30/06/2008,5.13,5.13
27/06/2008,5.035,5.035
26/06/2008,5.008,5.008
25/06/2008,5.118,5.118
24/06/2008,5.148,5.148
23/06/2008,5.131,5.131
20/06/2008,5.148,5.148
19/06/2008,5.241,5.241
18/06/2008,5.158,5.158
17/06/2008,5.157,5.157
16/06/2008,5.215,5.215
13/06/2008,5.248,5.248
12/06/2008,5.155,5.155
11/06/2008,5.13,5.13
10/06/2008,5.131,5.131
09/06/2008,5.143,5.143
06/06/2008,4.992,4.992
05/06/2008,5.04,5.04
04/06/2008,4.949,4.949
03/06/2008,5.035,5.035
02/06/2008,4.955,4.955
30/05/2008,4.986,4.986
29/05/2008,5.032,5.032
28/05/2008,4.959,4.959
27/05/2008,4.925,4.925
26/05/2008,4.926,4.926
23/05/2008,4.924,4.924
22/05/2008,4.952,4.952
21/05/2008,4.875,4.875
20/05/2008,4.796,4.796
19/05/2008,4.828,4.828
16/05/2008,4.773,4.773
15/05/2008,4.843,4.843
14/05/2008,4.821,4.821
13/05/2008,4.706,4.706
12/05/2008,4.606,4.606
09/05/2008,4.58,4.58
08/05/2008,4.616,4.616
07/05/2008,4.713,4.713
06/05/2008,4.672,4.672
05/05/2008,4.742,4.742
02/05/2008,4.742,4.742
01/05/2008,4.623,4.623
30/04/2008,4.67,4.67
29/04/2008,4.684,4.684
28/04/2008,4.741,4.741
25/04/2008,4.782,4.782
24/04/2008,4.77,4.77
23/04/2008,4.67,4.67
22/04/2008,4.688,4.688
21/04/2008,4.674,4.674
18/04/2008,4.729,4.729
17/04/2008,4.649,4.649
16/04/2008,4.531,4.531
15/04/2008,4.434,4.434
14/04/2008,4.431,4.431
11/04/2008,4.41,4.41
10/04/2008,4.482,4.482
09/04/2008,4.514,4.514
08/04/2008,4.5,4.5
07/04/2008,4.505,4.505
04/04/2008,4.45,4.45
03/04/2008,4.451,4.451
02/04/2008,4.431,4.431
01/04/2008,4.447,4.447
31/03/2008,4.348,4.348
28/03/2008,4.411,4.411
27/03/2008,4.495,4.495
26/03/2008,4.437,4.437
25/03/2008,4.431,4.431
24/03/2008,4.288,4.288
21/03/2008,4.291,4.291
20/03/2008,4.289,4.289
19/03/2008,4.308,4.308
18/03/2008,4.355,4.355
17/03/2008,4.3,4.3
14/03/2008,4.328,4.328
13/03/2008,4.364,4.364
12/03/2008,4.421,4.421
11/03/2008,4.356,4.356
10/03/2008,4.292,4.292
07/03/2008,4.327,4.327
06/03/2008,4.389,4.389
05/03/2008,4.484,4.484
04/03/2008,4.411,4.411
03/03/2008,4.448,4.448
29/02/2008,4.469,4.469
28/02/2008,4.602,4.602
27/02/2008,4.702,4.702
26/02/2008,4.716,4.716
25/02/2008,4.722,4.722
22/02/2008,4.687,4.687
21/02/2008,4.685,4.685
20/02/2008,4.688,4.688
19/02/2008,4.644,4.644
18/02/2008,4.652,4.652
15/02/2008,4.603,4.603
14/02/2008,4.639,4.639
13/02/2008,4.617,4.617
12/02/2008,4.617,4.617
11/02/2008,4.497,4.497
08/02/2008,4.43,4.43
07/02/2008,4.43,4.43
06/02/2008,4.46,4.46
05/02/2008,4.409,4.409
04/02/2008,4.505,4.505
01/02/2008,4.473,4.473
31/01/2008,4.477,4.477
30/01/2008,4.567,4.567
29/01/2008,4.586,4.586
28/01/2008,4.488,4.488
25/01/2008,4.529,4.529
24/01/2008,4.535,4.535
23/01/2008,4.42,4.42
22/01/2008,4.499,4.499
21/01/2008,4.365,4.365
18/01/2008,4.439,4.439
17/01/2008,4.413,4.413
16/01/2008,4.383,4.383
15/01/2008,4.396,4.396
14/01/2008,4.414,4.414
11/01/2008,4.424,4.424
10/01/2008,4.407,4.407
09/01/2008,4.397,4.397
08/01/2008,4.449,4.449
07/01/2008,4.41,4.41
04/01/2008,4.406,4.406
03/01/2008,4.451,4.451
02/01/2008,4.44,4.44
01/01/2008,4.507,4.507
31/12/2007,4.508,4.508
28/12/2007,4.557,4.557
27/12/2007,4.633,4.633
26/12/2007,4.59,4.59
25/12/2007,4.597,4.597
24/12/2007,4.595,4.595
21/12/2007,4.64,4.64
20/12/2007,4.589,4.589
19/12/2007,4.681,4.681
18/12/2007,4.75,4.75
17/12/2007,4.756,4.756
14/12/2007,4.791,4.791
13/12/2007,4.764,4.764
12/12/2007,4.802,4.802
11/12/2007,4.67,4.67
10/12/2007,4.698,4.698
07/12/2007,4.641,4.641
06/12/2007,4.549,4.549
05/12/2007,4.487,4.487
04/12/2007,4.53,4.53
03/12/2007,4.584,4.584
30/11/2007,4.637,4.637
29/11/2007,4.575,4.575
28/11/2007,4.681,4.681
27/11/2007,4.59,4.59
26/11/2007,4.557,4.557
23/11/2007,4.564,4.564
22/11/2007,4.525,4.525
21/11/2007,4.56,4.56
20/11/2007,4.618,4.618
19/11/2007,4.608,4.608
16/11/2007,4.635,4.635
15/11/2007,4.676,4.676
14/11/2007,4.737,4.737
13/11/2007,4.75,4.75
12/11/2007,4.753,4.753
09/11/2007,4.737,4.737
08/11/2007,4.781,4.781
07/11/2007,4.83,4.83
06/11/2007,4.865,4.865
05/11/2007,4.856,4.856
02/11/2007,4.865,4.865
01/11/2007,4.919,4.919
31/10/2007,4.928,4.928
30/10/2007,4.872,4.872
29/10/2007,4.848,4.848
26/10/2007,4.846,4.846
25/10/2007,4.849,4.849
24/10/2007,4.84,4.84
23/10/2007,4.891,4.891
22/10/2007,4.879,4.879
19/10/2007,4.889,4.889
18/10/2007,4.969,4.969
17/10/2007,5.028,5.028
16/10/2007,5.075,5.075
15/10/2007,5.087,5.087
12/10/2007,5.077,5.077
11/10/2007,5.022,5.022
10/10/2007,4.982,4.982
09/10/2007,4.895,4.895
08/10/2007,4.949,4.949
05/10/2007,4.954,4.954
04/10/2007,4.941,4.941
03/10/2007,4.966,4.966
02/10/2007,4.964,4.964
01/10/2007,4.993,4.993
28/09/2007,5.011,5.011
27/09/2007,5.064,5.064
26/09/2007,5.058,5.058
25/09/2007,5.025,5.025
24/09/2007,5.072,5.072
21/09/2007,5.09,5.09
20/09/2007,5.037,5.037
19/09/2007,4.992,4.992
18/09/2007,4.947,4.947
17/09/2007,4.846,4.846
14/09/2007,4.867,4.867
13/09/2007,4.926,4.926
12/09/2007,4.9,4.9
11/09/2007,4.905,4.905
10/09/2007,4.9,4.9
07/09/2007,4.95,4.95
06/09/2007,5.018,5.018
05/09/2007,5.035,5.035
04/09/2007,5.082,5.082
03/09/2007,5.074,5.074
31/08/2007,5.036,5.036
30/08/2007,5.025,5.025
29/08/2007,5.036,5.036
28/08/2007,5.053,5.053
27/08/2007,5.079,5.079
24/08/2007,5.08,5.08
23/08/2007,5.064,5.064
22/08/2007,5.098,5.098
21/08/2007,5.004,5.004
20/08/2007,5.069,5.069
17/08/2007,5.076,5.076
16/08/2007,5.079,5.079
15/08/2007,5.131,5.131
14/08/2007,5.182,5.182
13/08/2007,5.233,5.233
10/08/2007,5.223,5.223
09/08/2007,5.255,5.255
08/08/2007,5.297,5.297
07/08/2007,5.204,5.204
06/08/2007,5.194,5.194
03/08/2007,5.184,5.184
02/08/2007,5.237,5.237
01/08/2007,5.202,5.202
31/07/2007,5.209,5.209
30/07/2007,5.161,5.161
27/07/2007,5.198,5.198
26/07/2007,5.21,5.21
25/07/2007,5.283,5.283
24/07/2007,5.311,5.311
23/07/2007,5.317,5.317
20/07/2007,5.307,5.307
19/07/2007,5.414,5.414
18/07/2007,5.412,5.412
17/07/2007,5.481,5.481
16/07/2007,5.456,5.456
13/07/2007,5.488,5.488
12/07/2007,5.464,5.464
11/07/2007,5.44,5.44
10/07/2007,5.446,5.446
09/07/2007,5.548,5.548
06/07/2007,5.547,5.547
05/07/2007,5.52,5.52
04/07/2007,5.497,5.497
03/07/2007,5.463,5.463
02/07/2007,5.42,5.42
29/06/2007,5.463,5.463
28/06/2007,5.435,5.435
27/06/2007,5.423,5.423
26/06/2007,5.469,5.469
25/06/2007,5.488,5.488
22/06/2007,5.524,5.524
21/06/2007,5.508,5.508
20/06/2007,5.503,5.503
19/06/2007,5.468,5.468
18/06/2007,5.493,5.493
15/06/2007,5.483,5.483
14/06/2007,5.475,5.475
13/06/2007,5.478,5.478
12/06/2007,5.447,5.447
11/06/2007,5.385,5.385
08/06/2007,5.391,5.391
07/06/2007,5.352,5.352
06/06/2007,5.277,5.277
05/06/2007,5.319,5.319
04/06/2007,5.293,5.293
01/06/2007,5.291,5.291
31/05/2007,5.255,5.255
30/05/2007,5.242,5.242
29/05/2007,5.23,5.23
28/05/2007,5.234,5.234
25/05/2007,5.234,5.234
24/05/2007,5.21,5.21
23/05/2007,5.227,5.227
22/05/2007,5.172,5.172
21/05/2007,5.175,5.175
18/05/2007,5.167,5.167
17/05/2007,5.153,5.153
16/05/2007,5.129,5.129
15/05/2007,5.137,5.137
14/05/2007,5.135,5.135
11/05/2007,5.087,5.087
10/05/2007,5.103,5.103
09/05/2007,5.085,5.085
08/05/2007,5.091,5.091
07/05/2007,5.111,5.111
04/05/2007,5.111,5.111
03/05/2007,5.133,5.133
02/05/2007,5.103,5.103
01/05/2007,5.066,5.066
30/04/2007,5.043,5.043
27/04/2007,5.115,5.115
26/04/2007,5.093,5.093
25/04/2007,5.06,5.06
24/04/2007,5.057,5.057
23/04/2007,5.054,5.054
20/04/2007,5.067,5.067
19/04/2007,5.069,5.069
18/04/2007,5.043,5.043
17/04/2007,5.089,5.089
16/04/2007,5.08,5.08
13/04/2007,5.103,5.103
12/04/2007,5.058,5.058
11/04/2007,5.024,5.024
10/04/2007,5.021,5.021
09/04/2007,4.998,4.998
06/04/2007,4.997,4.997
05/04/2007,4.999,4.999
04/04/2007,4.994,4.994
03/04/2007,5.023,5.023
02/04/2007,4.981,4.981
30/03/2007,4.969,4.969
29/03/2007,4.957,4.957
28/03/2007,4.932,4.932
27/03/2007,4.943,4.943
26/03/2007,4.911,4.911
23/03/2007,4.904,4.904
22/03/2007,4.868,4.868
21/03/2007,4.834,4.834
20/03/2007,4.832,4.832
19/03/2007,4.813,4.813
16/03/2007,4.783,4.783
15/03/2007,4.785,4.785
14/03/2007,4.737,4.737
13/03/2007,4.768,4.768
12/03/2007,4.811,4.811
09/03/2007,4.819,4.819
08/03/2007,4.775,4.775
07/03/2007,4.769,4.769
06/03/2007,4.766,4.766
05/03/2007,4.753,4.753
02/03/2007,4.777,4.777
01/03/2007,4.788,4.788
28/02/2007,4.797,4.797
27/02/2007,4.801,4.801
26/02/2007,4.84,4.84
23/02/2007,4.891,4.891
22/02/2007,4.935,4.935
21/02/2007,4.887,4.887
20/02/2007,4.909,4.909
19/02/2007,4.895,4.895
16/02/2007,4.876,4.876
15/02/2007,4.863,4.863
14/02/2007,4.953,4.953
13/02/2007,4.959,4.959
12/02/2007,4.985,4.985
09/02/2007,4.969,4.969
08/02/2007,4.917,4.917
07/02/2007,4.958,4.958
06/02/2007,4.983,4.983
05/02/2007,4.987,4.987
02/02/2007,5.002,5.002
01/02/2007,5.005,5.005
31/01/2007,4.976,4.976
30/01/2007,4.987,4.987
29/01/2007,5.012,5.012
26/01/2007,4.986,4.986
25/01/2007,4.961,4.961
24/01/2007,4.911,4.911
23/01/2007,4.899,4.899
22/01/2007,4.888,4.888
19/01/2007,4.906,4.906
18/01/2007,4.906,4.906
17/01/2007,4.897,4.897
16/01/2007,4.888,4.888
15/01/2007,4.9,4.9
12/01/2007,4.904,4.904
11/01/2007,4.856,4.856
10/01/2007,4.81,4.81
09/01/2007,4.8,4.8
08/01/2007,4.789,4.789
05/01/2007,4.802,4.802
04/01/2007,4.773,4.773
03/01/2007,4.787,4.787
02/01/2007,4.758,4.758
01/01/2007,4.741,4.741
29/12/2006,4.741,4.741
28/12/2006,4.786,4.786
27/12/2006,4.782,4.782
26/12/2006,4.733,4.733
25/12/2006,4.733,4.733
22/12/2006,4.732,4.732
21/12/2006,4.725,4.725
20/12/2006,4.712,4.712
19/12/2006,4.734,4.734
18/12/2006,4.705,4.705
15/12/2006,4.682,4.682
14/12/2006,4.683,4.683
13/12/2006,4.636,4.636
12/12/2006,4.615,4.615
11/12/2006,4.597,4.597
08/12/2006,4.559,4.559
07/12/2006,4.529,4.529
06/12/2006,4.503,4.503
05/12/2006,4.498,4.498
04/12/2006,4.47,4.47
01/12/2006,4.469,4.469
30/11/2006,4.513,4.513
29/11/2006,4.545,4.545
28/11/2006,4.54,4.54
27/11/2006,4.567,4.567
24/11/2006,4.53,4.53
23/11/2006,4.575,4.575
22/11/2006,4.554,4.554
21/11/2006,4.548,4.548
20/11/2006,4.537,4.537
17/11/2006,4.559,4.559
16/11/2006,4.572,4.572
15/11/2006,4.557,4.557
14/11/2006,4.533,4.533
13/11/2006,4.561,4.561
10/11/2006,4.52,4.52
09/11/2006,4.541,4.541
08/11/2006,4.569,4.569
07/11/2006,4.547,4.547
06/11/2006,4.606,4.606
03/11/2006,4.585,4.585
02/11/2006,4.552,4.552
01/11/2006,4.507,4.507
31/10/2006,4.511,4.511
30/10/2006,4.563,4.563
27/10/2006,4.594,4.594
26/10/2006,4.664,4.664
25/10/2006,4.701,4.701
24/10/2006,4.705,4.705
23/10/2006,4.702,4.702
20/10/2006,4.69,4.69
19/10/2006,4.662,4.662
18/10/2006,4.646,4.646
17/10/2006,4.63,4.63
16/10/2006,4.645,4.645
13/10/2006,4.648,4.648
12/10/2006,4.618,4.618
11/10/2006,4.613,4.613
10/10/2006,4.614,4.614
09/10/2006,4.558,4.558
06/10/2006,4.563,4.563
05/10/2006,4.522,4.522
04/10/2006,4.531,4.531
03/10/2006,4.559,4.559
02/10/2006,4.532,4.532
29/09/2006,4.523,4.523
28/09/2006,4.49,4.49
27/09/2006,4.472,4.472
26/09/2006,4.462,4.462
25/09/2006,4.454,4.454
22/09/2006,4.498,4.498
21/09/2006,4.575,4.575
20/09/2006,4.605,4.605
19/09/2006,4.622,4.622
18/09/2006,4.653,4.653
15/09/2006,4.577,4.577
14/09/2006,4.574,4.574
13/09/2006,4.568,4.568
12/09/2006,4.611,4.611
11/09/2006,4.571,4.571
08/09/2006,4.537,4.537
07/09/2006,4.567,4.567
06/09/2006,4.573,4.573
05/09/2006,4.551,4.551
04/09/2006,4.529,4.529
01/09/2006,4.502,4.502
31/08/2006,4.516,4.516
30/08/2006,4.553,4.553
29/08/2006,4.572,4.572
28/08/2006,4.552,4.552
25/08/2006,4.551,4.551
24/08/2006,4.556,4.556
23/08/2006,4.555,4.555
22/08/2006,4.537,4.537
21/08/2006,4.567,4.567
18/08/2006,4.611,4.611
17/08/2006,4.659,4.659
16/08/2006,4.688,4.688
15/08/2006,4.734,4.734
14/08/2006,4.765,4.765
11/08/2006,4.75,4.75
10/08/2006,4.701,4.701
09/08/2006,4.681,4.681
08/08/2006,4.669,4.669
07/08/2006,4.673,4.673
04/08/2006,4.706,4.706
03/08/2006,4.733,4.733
02/08/2006,4.648,4.648
01/08/2006,4.618,4.618
31/07/2006,4.605,4.605
28/07/2006,4.593,4.593
27/07/2006,4.616,4.616
26/07/2006,4.658,4.658
25/07/2006,4.631,4.631
24/07/2006,4.605,4.605
21/07/2006,4.612,4.612
20/07/2006,4.63,4.63
19/07/2006,4.631,4.631
18/07/2006,4.662,4.662
17/07/2006,4.619,4.619
14/07/2006,4.582,4.582
13/07/2006,4.642,4.642
12/07/2006,4.671,4.671
11/07/2006,4.635,4.635
10/07/2006,4.664,4.664
07/07/2006,4.648,4.648
06/07/2006,4.687,4.687
05/07/2006,4.725,4.725
04/07/2006,4.69,4.69
03/07/2006,4.742,4.742
30/06/2006,4.71,4.71
29/06/2006,4.716,4.716
28/06/2006,4.743,4.743
27/06/2006,4.735,4.735
26/06/2006,4.735,4.735
23/06/2006,4.748,4.748
22/06/2006,4.735,4.735
21/06/2006,4.723,4.723
20/06/2006,4.721,4.721
19/06/2006,4.666,4.666
16/06/2006,4.611,4.611
15/06/2006,4.624,4.624
14/06/2006,4.535,4.535
13/06/2006,4.519,4.519
12/06/2006,4.547,4.547
09/06/2006,4.57,4.57
08/06/2006,4.611,4.611
07/06/2006,4.645,4.645
06/06/2006,4.66,4.66
05/06/2006,4.6,4.6
02/06/2006,4.585,4.585
01/06/2006,4.636,4.636
31/05/2006,4.591,4.591
30/05/2006,4.573,4.573
29/05/2006,4.551,4.551
26/05/2006,4.548,4.548
25/05/2006,4.542,4.542
24/05/2006,4.585,4.585
23/05/2006,4.625,4.625
22/05/2006,4.564,4.564
19/05/2006,4.606,4.606
18/05/2006,4.578,4.578
17/05/2006,4.671,4.671
16/05/2006,4.617,4.617
15/05/2006,4.68,4.68
12/05/2006,4.744,4.744
11/05/2006,4.733,4.733
10/05/2006,4.691,4.691
09/05/2006,4.715,4.715
08/05/2006,4.705,4.705
05/05/2006,4.684,4.684
04/05/2006,4.698,4.698
03/05/2006,4.666,4.666
02/05/2006,4.643,4.643
01/05/2006,4.611,4.611
28/04/2006,4.635,4.635
27/04/2006,4.648,4.648
26/04/2006,4.681,4.681
25/04/2006,4.634,4.634
24/04/2006,4.575,4.575
21/04/2006,4.552,4.552
20/04/2006,4.509,4.509
19/04/2006,4.511,4.511
18/04/2006,4.526,4.526
17/04/2006,4.538,4.538
14/04/2006,4.538,4.538
13/04/2006,4.535,4.535
12/04/2006,4.464,4.464
11/04/2006,4.454,4.454
10/04/2006,4.444,4.444
07/04/2006,4.414,4.414
06/04/2006,4.428,4.428
05/04/2006,4.393,4.393
04/04/2006,4.424,4.424
03/04/2006,4.417,4.417
31/03/2006,4.398,4.398
30/03/2006,4.39,4.39
29/03/2006,4.39,4.39
28/03/2006,4.397,4.397
27/03/2006,4.34,4.34
24/03/2006,4.329,4.329
23/03/2006,4.337,4.337
22/03/2006,4.323,4.323
21/03/2006,4.351,4.351
20/03/2006,4.344,4.344
17/03/2006,4.366,4.366
16/03/2006,4.311,4.311
15/03/2006,4.328,4.328
14/03/2006,4.313,4.313
13/03/2006,4.348,4.348
10/03/2006,4.344,4.344
09/03/2006,4.314,4.314
08/03/2006,4.286,4.286
07/03/2006,4.263,4.263
06/03/2006,4.258,4.258
03/03/2006,4.26,4.26
02/03/2006,4.229,4.229
01/03/2006,4.171,4.171
28/02/2006,4.19,4.19
27/02/2006,4.223,4.223
24/02/2006,4.168,4.168
23/02/2006,4.134,4.134
22/02/2006,4.111,4.111
21/02/2006,4.127,4.127
20/02/2006,4.116,4.116
17/02/2006,4.13,4.13
16/02/2006,4.169,4.169
15/02/2006,4.205,4.205
14/02/2006,4.16,4.16
13/02/2006,4.194,4.194
10/02/2006,4.182,4.182
09/02/2006,4.162,4.162
08/02/2006,4.217,4.217
07/02/2006,4.218,4.218
06/02/2006,4.194,4.194
03/02/2006,4.184,4.184
02/02/2006,4.202,4.202
01/02/2006,4.19,4.19
31/01/2006,4.15,4.15
30/01/2006,4.177,4.177
27/01/2006,4.198,4.198
26/01/2006,4.175,4.175
25/01/2006,4.106,4.106
24/01/2006,4.034,4.034
23/01/2006,4.023,4.023
20/01/2006,4.042,4.042
19/01/2006,4.044,4.044
18/01/2006,3.984,3.984
17/01/2006,3.988,3.988
16/01/2006,4.049,4.049
13/01/2006,4.058,4.058
12/01/2006,4.083,4.083
11/01/2006,4.12,4.12
10/01/2006,4.136,4.136
09/01/2006,4.106,4.106
06/01/2006,4.076,4.076
05/01/2006,4.071,4.071
04/01/2006,4.074,4.074
03/01/2006,4.105,4.105
02/01/2006,4.1,4.1
30/12/2005,4.1,4.1
29/12/2005,4.124,4.124
28/12/2005,4.117,4.117
27/12/2005,4.181,4.181
26/12/2005,4.181,4.181
23/12/2005,4.181,4.181
22/12/2005,4.187,4.187
21/12/2005,4.214,4.214
20/12/2005,4.178,4.178
19/12/2005,4.196,4.196
16/12/2005,4.239,4.239
15/12/2005,4.285,4.285
14/12/2005,4.285,4.285
13/12/2005,4.297,4.297
12/12/2005,4.305,4.305
09/12/2005,4.331,4.331
08/12/2005,4.25,4.25
07/12/2005,4.294,4.294
06/12/2005,4.244,4.244
05/12/2005,4.278,4.278
02/12/2005,4.226,4.226
01/12/2005,4.19,4.19
30/11/2005,4.231,4.231
29/11/2005,4.246,4.246
