Date,2y,Date,10y,Date,BankRate
07/01/2004,4.375,07/01/2004,4.836,09/10/2003,3.5
06/01/2004,4.384,06/01/2004,4.862,08/10/2003,3.5
05/01/2004,4.403,05/01/2004,4.886,07/10/2003,3.5
02/01/2004,4.364,02/01/2004,4.861,06/10/2003,3.5
01/01/2004,4.299,01/01/2004,4.814,03/10/2003,3.5
31/12/2003,4.298,31/12/2003,4.802,02/10/2003,3.5
30/12/2003,4.318,30/12/2003,4.832,01/10/2003,3.5
29/12/2003,4.266,29/12/2003,4.787,30/09/2003,3.5
26/12/2003,4.259,26/12/2003,4.781,29/09/2003,3.5
25/12/2003,4.258,25/12/2003,4.781,26/09/2003,3.5
24/12/2003,4.261,24/12/2003,4.782,25/09/2003,3.5
23/12/2003,4.261,23/12/2003,4.78,24/09/2003,3.5
22/12/2003,4.275,22/12/2003,4.791,23/09/2003,3.5
19/12/2003,4.289,19/12/2003,4.807,22/09/2003,3.5
18/12/2003,4.259,18/12/2003,4.766,19/09/2003,3.5
17/12/2003,4.272,17/12/2003,4.764,18/09/2003,3.5
16/12/2003,4.272,16/12/2003,4.785,17/09/2003,3.5
15/12/2003,4.353,15/12/2003,4.854,16/09/2003,3.5
12/12/2003,4.358,12/12/2003,4.859,15/09/2003,3.5
11/12/2003,4.458,11/12/2003,4.958,12/09/2003,3.5
10/12/2003,4.423,10/12/2003,4.924,11/09/2003,3.5
09/12/2003,4.458,09/12/2003,4.967,10/09/2003,3.5
08/12/2003,4.434,08/12/2003,4.971,09/09/2003,3.5
05/12/2003,4.446,05/12/2003,4.929,08/09/2003,3.5
04/12/2003,4.537,04/12/2003,5.05,05/09/2003,3.5
03/12/2003,4.563,03/12/2003,5.068,04/09/2003,3.5
02/12/2003,4.606,02/12/2003,5.093,03/09/2003,3.5
01/12/2003,4.611,01/12/2003,5.082,02/09/2003,3.5
28/11/2003,4.586,28/11/2003,5.076,01/09/2003,3.5
27/11/2003,4.605,27/11/2003,5.058,29/08/2003,3.5
26/11/2003,4.551,26/11/2003,5.017,28/08/2003,3.5
25/11/2003,4.578,25/11/2003,5.105,27/08/2003,3.5
24/11/2003,4.537,24/11/2003,5.089,26/08/2003,3.5
21/11/2003,4.483,21/11/2003,5.02,25/08/2003,3.5
20/11/2003,4.504,20/11/2003,5.029,22/08/2003,3.5
19/11/2003,4.487,19/11/2003,5.03,21/08/2003,3.5
18/11/2003,4.449,18/11/2003,4.958,20/08/2003,3.5
17/11/2003,4.44,17/11/2003,4.973,19/08/2003,3.5
14/11/2003,4.481,14/11/2003,4.965,18/08/2003,3.5
13/11/2003,4.487,13/11/2003,4.979,15/08/2003,3.5
12/11/2003,4.533,12/11/2003,5.043,14/08/2003,3.5
11/11/2003,4.54,11/11/2003,5.068,13/08/2003,3.5
10/11/2003,4.577,10/11/2003,5.057,12/08/2003,3.5
07/11/2003,4.645,07/11/2003,5.079,11/08/2003,3.5
06/11/2003,4.648,06/11/2003,5.068,08/08/2003,3.5
05/11/2003,4.615,05/11/2003,4.997,07/08/2003,3.5
04/11/2003,4.655,04/11/2003,5.048,06/08/2003,3.5
03/11/2003,4.689,03/11/2003,5.108,05/08/2003,3.5
31/10/2003,4.602,31/10/2003,5.005,04/08/2003,3.5
30/10/2003,4.637,30/10/2003,5.049,01/08/2003,3.5
29/10/2003,4.665,29/10/2003,5.042,31/07/2003,3.5
28/10/2003,4.653,28/10/2003,4.995,30/07/2003,3.5
27/10/2003,4.632,27/10/2003,5.019,29/07/2003,3.5
24/10/2003,4.598,24/10/2003,4.971,28/07/2003,3.5
23/10/2003,4.558,23/10/2003,4.948,25/07/2003,3.5
22/10/2003,4.532,22/10/2003,4.921,24/07/2003,3.5
21/10/2003,4.412,21/10/2003,4.866,23/07/2003,3.5
20/10/2003,4.467,20/10/2003,4.897,22/07/2003,3.5
17/10/2003,4.464,17/10/2003,4.905,21/07/2003,3.5
16/10/2003,4.409,16/10/2003,4.888,18/07/2003,3.5
15/10/2003,4.411,15/10/2003,4.911,17/07/2003,3.5
14/10/2003,4.352,14/10/2003,4.85,16/07/2003,3.5
13/10/2003,4.289,13/10/2003,4.817,15/07/2003,3.5
10/10/2003,4.232,10/10/2003,4.734,14/07/2003,3.5
09/10/2003,4.274,09/10/2003,4.798,11/07/2003,3.5
08/10/2003,4.249,08/10/2003,4.747,10/07/2003,3.5
07/10/2003,4.246,07/10/2003,4.733,09/07/2003,3.75
06/10/2003,4.249,06/10/2003,4.705,08/07/2003,3.75
03/10/2003,4.25,03/10/2003,4.736,07/07/2003,3.75
02/10/2003,4.12,02/10/2003,4.643,04/07/2003,3.75
01/10/2003,4.011,01/10/2003,4.534,03/07/2003,3.75
30/09/2003,4.015,30/09/2003,4.53,02/07/2003,3.75
29/09/2003,4.072,29/09/2003,4.557,01/07/2003,3.75
26/09/2003,4.079,26/09/2003,4.529,30/06/2003,3.75
25/09/2003,4.104,25/09/2003,4.593,27/06/2003,3.75
24/09/2003,4.143,24/09/2003,4.609,26/06/2003,3.75
23/09/2003,4.18,23/09/2003,4.596,25/06/2003,3.75
22/09/2003,4.196,22/09/2003,4.611,24/06/2003,3.75
19/09/2003,4.213,19/09/2003,4.615,23/06/2003,3.75
18/09/2003,4.218,18/09/2003,4.632,20/06/2003,3.75
17/09/2003,4.225,17/09/2003,4.655,19/06/2003,3.75
16/09/2003,4.144,16/09/2003,4.633,18/06/2003,3.75
15/09/2003,4.069,15/09/2003,4.58,17/06/2003,3.75
12/09/2003,4.049,12/09/2003,4.553,16/06/2003,3.75
11/09/2003,4.141,11/09/2003,4.674,13/06/2003,3.75
10/09/2003,4.116,10/09/2003,4.655,12/06/2003,3.75
09/09/2003,4.159,09/09/2003,4.706,11/06/2003,3.75
08/09/2003,4.103,08/09/2003,4.647,10/06/2003,3.75
05/09/2003,4.17,05/09/2003,4.693,09/06/2003,3.75
04/09/2003,4.27,04/09/2003,4.743,06/06/2003,3.75
03/09/2003,4.306,03/09/2003,4.765,05/06/2003,3.75
02/09/2003,4.274,02/09/2003,4.738,04/06/2003,3.75
01/09/2003,4.191,01/09/2003,4.614,03/06/2003,3.75
29/08/2003,4.167,29/08/2003,4.605,02/06/2003,3.75
28/08/2003,4.149,28/08/2003,4.583,30/05/2003,3.75
27/08/2003,4.144,27/08/2003,4.62,29/05/2003,3.75
26/08/2003,4.142,26/08/2003,4.598,28/05/2003,3.75
25/08/2003,4.142,25/08/2003,4.593,27/05/2003,3.75
22/08/2003,4.139,22/08/2003,4.593,26/05/2003,3.75
21/08/2003,4.111,21/08/2003,4.601,23/05/2003,3.75
20/08/2003,4.068,20/08/2003,4.574,22/05/2003,3.75
19/08/2003,4.048,19/08/2003,4.546,21/05/2003,3.75
18/08/2003,4.023,18/08/2003,4.552,20/05/2003,3.75
15/08/2003,4.026,15/08/2003,4.561,19/05/2003,3.75
14/08/2003,4.085,14/08/2003,4.602,16/05/2003,3.75
13/08/2003,4.028,13/08/2003,4.545,15/05/2003,3.75
12/08/2003,4.009,12/08/2003,4.443,14/05/2003,3.75
11/08/2003,3.95,11/08/2003,4.43,13/05/2003,3.75
08/08/2003,3.853,08/08/2003,4.354,12/05/2003,3.75
07/08/2003,3.942,07/08/2003,4.436,09/05/2003,3.75
06/08/2003,3.989,06/08/2003,4.47,08/05/2003,3.75
05/08/2003,4.018,05/08/2003,4.534,07/05/2003,3.75
04/08/2003,3.982,04/08/2003,4.506,06/05/2003,3.75
01/08/2003,3.995,01/08/2003,4.546,05/05/2003,3.75
31/07/2003,3.818,31/07/2003,4.523,02/05/2003,3.75
30/07/2003,3.717,30/07/2003,4.443,01/05/2003,3.75
29/07/2003,3.692,29/07/2003,4.412,30/04/2003,3.75
28/07/2003,3.709,28/07/2003,4.478,29/04/2003,3.75
25/07/2003,3.624,25/07/2003,4.358,28/04/2003,3.75
24/07/2003,3.661,24/07/2003,4.433,25/04/2003,3.75
23/07/2003,3.532,23/07/2003,4.357,24/04/2003,3.75
22/07/2003,3.555,22/07/2003,4.397,23/04/2003,3.75
21/07/2003,3.566,21/07/2003,4.414,22/04/2003,3.75
18/07/2003,3.509,18/07/2003,4.367,21/04/2003,3.75
17/07/2003,3.527,17/07/2003,4.386,18/04/2003,3.75
16/07/2003,3.503,16/07/2003,4.343,17/04/2003,3.75
15/07/2003,3.46,15/07/2003,4.3,16/04/2003,3.75
14/07/2003,3.419,14/07/2003,4.204,15/04/2003,3.75
11/07/2003,3.433,11/07/2003,4.218,14/04/2003,3.75
10/07/2003,3.458,10/07/2003,4.232,11/04/2003,3.75
09/07/2003,3.536,09/07/2003,4.301,10/04/2003,3.75
08/07/2003,3.556,08/07/2003,4.303,09/04/2003,3.75
07/07/2003,3.566,07/07/2003,4.302,08/04/2003,3.75
04/07/2003,3.546,04/07/2003,4.276,07/04/2003,3.75
03/07/2003,3.581,03/07/2003,4.316,04/04/2003,3.75
02/07/2003,3.49,02/07/2003,4.26,03/04/2003,3.75
01/07/2003,3.442,01/07/2003,4.145,02/04/2003,3.75
30/06/2003,3.485,30/06/2003,4.157,01/04/2003,3.75
27/06/2003,3.561,27/06/2003,4.211,31/03/2003,3.75
26/06/2003,3.56,26/06/2003,4.168,28/03/2003,3.75
25/06/2003,3.402,25/06/2003,4.035,27/03/2003,3.75
24/06/2003,3.425,24/06/2003,4.072,26/03/2003,3.75
23/06/2003,3.395,23/06/2003,4.046,25/03/2003,3.75
20/06/2003,3.425,20/06/2003,4.062,24/03/2003,3.75
19/06/2003,3.418,19/06/2003,4.06,21/03/2003,3.75
18/06/2003,3.457,18/06/2003,4.045,20/03/2003,3.75
17/06/2003,3.413,17/06/2003,3.949,19/03/2003,3.75
16/06/2003,3.337,16/06/2003,3.884,18/03/2003,3.75
13/06/2003,3.292,13/06/2003,3.858,17/03/2003,3.75
12/06/2003,3.316,12/06/2003,3.92,14/03/2003,3.75
11/06/2003,3.289,11/06/2003,3.903,13/03/2003,3.75
10/06/2003,3.324,10/06/2003,3.933,12/03/2003,3.75
09/06/2003,3.361,09/06/2003,3.951,11/03/2003,3.75
06/06/2003,3.467,06/06/2003,4.062,10/03/2003,3.75
05/06/2003,3.449,05/06/2003,3.998,07/03/2003,3.75
04/06/2003,3.501,04/06/2003,4.065,06/03/2003,3.75
03/06/2003,3.407,03/06/2003,4.009,05/03/2003,3.75
02/06/2003,3.482,02/06/2003,4.107,04/03/2003,3.75
30/05/2003,3.45,30/05/2003,4.066,03/03/2003,3.75
29/05/2003,3.437,29/05/2003,4.045,28/02/2003,3.75
28/05/2003,3.486,28/05/2003,4.11,27/02/2003,3.75
27/05/2003,3.425,27/05/2003,4.015,26/02/2003,3.75
26/05/2003,3.4,26/05/2003,3.982,25/02/2003,3.75
23/05/2003,3.394,23/05/2003,3.982,24/02/2003,3.75
22/05/2003,3.417,22/05/2003,4.03,21/02/2003,3.75
21/05/2003,3.404,21/05/2003,4.038,20/02/2003,3.75
20/05/2003,3.482,20/05/2003,4.066,19/02/2003,3.75
19/05/2003,3.476,19/05/2003,4.093,18/02/2003,3.75
16/05/2003,3.542,16/05/2003,4.133,17/02/2003,3.75
15/05/2003,3.585,15/05/2003,4.177,14/02/2003,3.75
14/05/2003,3.649,14/05/2003,4.212,13/02/2003,3.75
13/05/2003,3.615,13/05/2003,4.199,12/02/2003,3.75
12/05/2003,3.642,12/05/2003,4.217,11/02/2003,3.75
09/05/2003,3.674,09/05/2003,4.235,10/02/2003,3.75
08/05/2003,3.646,08/05/2003,4.239,07/02/2003,3.75
07/05/2003,3.585,07/05/2003,4.269,06/02/2003,3.75
06/05/2003,3.644,06/05/2003,4.349,05/02/2003,4
05/05/2003,3.636,05/05/2003,4.352,04/02/2003,4
02/05/2003,3.631,02/05/2003,4.351,03/02/2003,4
01/05/2003,3.572,01/05/2003,4.282,31/01/2003,4
30/04/2003,3.64,30/04/2003,4.35,30/01/2003,4
29/04/2003,3.547,29/04/2003,4.373,29/01/2003,4
28/04/2003,3.42,28/04/2003,4.359,28/01/2003,4
25/04/2003,3.414,25/04/2003,4.354,27/01/2003,4
24/04/2003,3.455,24/04/2003,4.365,24/01/2003,4
23/04/2003,3.51,23/04/2003,4.435,23/01/2003,4
22/04/2003,3.477,22/04/2003,4.391,22/01/2003,4
21/04/2003,3.518,21/04/2003,4.419,21/01/2003,4
18/04/2003,3.515,18/04/2003,4.416,20/01/2003,4
17/04/2003,3.518,17/04/2003,4.41,17/01/2003,4
16/04/2003,3.559,16/04/2003,4.432,16/01/2003,4
15/04/2003,3.613,15/04/2003,4.466,15/01/2003,4
14/04/2003,3.622,14/04/2003,4.486,14/01/2003,4
11/04/2003,3.556,11/04/2003,4.464,13/01/2003,4
10/04/2003,3.477,10/04/2003,4.407,10/01/2003,4
09/04/2003,3.504,09/04/2003,4.467,09/01/2003,4
08/04/2003,3.547,08/04/2003,4.473,08/01/2003,4
07/04/2003,3.576,07/04/2003,4.513,07/01/2003,4
04/04/2003,3.482,04/04/2003,4.437,06/01/2003,4
03/04/2003,3.487,03/04/2003,4.422,03/01/2003,4
02/04/2003,3.47,02/04/2003,4.386,02/01/2003,4
01/04/2003,3.409,01/04/2003,4.312,31/12/2002,4
31/03/2003,3.42,31/03/2003,4.288,30/12/2002,4
28/03/2003,3.514,28/03/2003,4.375,27/12/2002,4
27/03/2003,3.558,27/03/2003,4.407,24/12/2002,4
26/03/2003,3.619,26/03/2003,4.461,23/12/2002,4
25/03/2003,3.612,25/03/2003,4.46,20/12/2002,4
24/03/2003,3.645,24/03/2003,4.481,19/12/2002,4
21/03/2003,3.716,21/03/2003,4.555,18/12/2002,4
20/03/2003,3.654,20/03/2003,4.489,17/12/2002,4
19/03/2003,3.66,19/03/2003,4.497,16/12/2002,4
18/03/2003,3.501,18/03/2003,4.381,13/12/2002,4
17/03/2003,3.479,17/03/2003,4.396,12/12/2002,4
14/03/2003,3.403,14/03/2003,4.257,11/12/2002,4
13/03/2003,3.367,13/03/2003,4.197,10/12/2002,4
12/03/2003,3.182,12/03/2003,4.042,09/12/2002,4
11/03/2003,3.161,11/03/2003,4.032,06/12/2002,4
10/03/2003,3.15,10/03/2003,4.025,05/12/2002,4
07/03/2003,3.187,07/03/2003,4.058,04/12/2002,4
06/03/2003,3.227,06/03/2003,4.103,03/12/2002,4
05/03/2003,3.224,05/03/2003,4.114,02/12/2002,4
04/03/2003,3.24,04/03/2003,4.11,29/11/2002,4
03/03/2003,3.252,03/03/2003,4.109,28/11/2002,4
28/02/2003,3.285,28/02/2003,4.173,27/11/2002,4
27/02/2003,3.326,27/02/2003,4.233,26/11/2002,4
26/02/2003,3.306,26/02/2003,4.179,25/11/2002,4
25/02/2003,3.293,25/02/2003,4.147,22/11/2002,4
24/02/2003,3.308,24/02/2003,4.154,21/11/2002,4
21/02/2003,3.38,21/02/2003,4.184,20/11/2002,4
20/02/2003,3.372,20/02/2003,4.139,19/11/2002,4
19/02/2003,3.395,19/02/2003,4.159,18/11/2002,4
18/02/2003,3.42,18/02/2003,4.21,15/11/2002,4
17/02/2003,3.406,17/02/2003,4.206,14/11/2002,4
14/02/2003,3.394,14/02/2003,4.196,13/11/2002,4
13/02/2003,3.344,13/02/2003,4.139,12/11/2002,4
12/02/2003,3.353,12/02/2003,4.151,11/11/2002,4
11/02/2003,3.387,11/02/2003,4.202,08/11/2002,4
10/02/2003,3.392,10/02/2003,4.221,07/11/2002,4
07/02/2003,3.377,07/02/2003,4.205,06/11/2002,4
06/02/2003,3.425,06/02/2003,4.222,05/11/2002,4
05/02/2003,3.618,05/02/2003,4.242,04/11/2002,4
04/02/2003,3.62,04/02/2003,4.233,01/11/2002,4
03/02/2003,3.676,03/02/2003,4.304,31/10/2002,4
31/01/2003,3.656,31/01/2003,4.278,30/10/2002,4
30/01/2003,3.666,30/01/2003,4.287,29/10/2002,4
29/01/2003,3.627,29/01/2003,4.231,28/10/2002,4
28/01/2003,3.646,28/01/2003,4.24,25/10/2002,4
27/01/2003,3.642,27/01/2003,4.221,24/10/2002,4
24/01/2003,3.672,24/01/2003,4.233,23/10/2002,4
23/01/2003,3.74,23/01/2003,4.321,22/10/2002,4
22/01/2003,3.742,22/01/2003,4.333,21/10/2002,4
21/01/2003,3.75,21/01/2003,4.333,18/10/2002,4
20/01/2003,3.736,20/01/2003,4.337,17/10/2002,4
17/01/2003,3.751,17/01/2003,4.354,16/10/2002,4
16/01/2003,3.821,16/01/2003,4.454,15/10/2002,4
15/01/2003,3.826,15/01/2003,4.467,14/10/2002,4
14/01/2003,3.804,14/01/2003,4.465,11/10/2002,4
13/01/2003,3.808,13/01/2003,4.472,10/10/2002,4
10/01/2003,3.769,10/01/2003,4.43,09/10/2002,4
09/01/2003,3.785,09/01/2003,4.44,08/10/2002,4
08/01/2003,3.773,08/01/2003,4.424,07/10/2002,4
07/01/2003,3.815,07/01/2003,4.471,04/10/2002,4
06/01/2003,3.805,06/01/2003,4.481,03/10/2002,4
03/01/2003,3.812,03/01/2003,4.485,02/10/2002,4
02/01/2003,3.798,02/01/2003,4.455,01/10/2002,4
01/01/2003,3.756,01/01/2003,4.391,30/09/2002,4
31/12/2002,3.754,31/12/2002,4.374,27/09/2002,4
30/12/2002,3.771,30/12/2002,4.402,26/09/2002,4
27/12/2002,3.776,27/12/2002,4.401,25/09/2002,4
26/12/2002,3.876,26/12/2002,4.481,24/09/2002,4
25/12/2002,3.886,25/12/2002,4.49,23/09/2002,4
24/12/2002,3.874,24/12/2002,4.48,20/09/2002,4
23/12/2002,3.869,23/12/2002,4.476,19/09/2002,4
20/12/2002,3.877,20/12/2002,4.486,18/09/2002,4
19/12/2002,3.869,19/12/2002,4.469,17/09/2002,4
18/12/2002,3.891,18/12/2002,4.481,16/09/2002,4
17/12/2002,3.946,17/12/2002,4.541,13/09/2002,4
16/12/2002,3.925,16/12/2002,4.524,12/09/2002,4
13/12/2002,3.903,13/12/2002,4.519,11/09/2002,4
12/12/2002,3.905,12/12/2002,4.526,10/09/2002,4
11/12/2002,3.963,11/12/2002,4.557,09/09/2002,4
10/12/2002,3.959,10/12/2002,4.568,06/09/2002,4
09/12/2002,3.976,09/12/2002,4.555,05/09/2002,4
06/12/2002,4.037,06/12/2002,4.578,04/09/2002,4
05/12/2002,4.104,05/12/2002,4.618,03/09/2002,4
04/12/2002,4.14,04/12/2002,4.67,02/09/2002,4
03/12/2002,4.16,03/12/2002,4.68,30/08/2002,4
02/12/2002,4.2,02/12/2002,4.71,29/08/2002,4
29/11/2002,4.16,29/11/2002,4.68,28/08/2002,4
28/11/2002,4.18,28/11/2002,4.68,27/08/2002,4
27/11/2002,4.12,27/11/2002,4.68,23/08/2002,4
26/11/2002,4.04,26/11/2002,4.61,22/08/2002,4
25/11/2002,4.07,25/11/2002,4.64,21/08/2002,4
22/11/2002,4.06,22/11/2002,4.63,20/08/2002,4
21/11/2002,4.05,21/11/2002,4.62,19/08/2002,4
20/11/2002,3.96,20/11/2002,4.53,16/08/2002,4
19/11/2002,3.98,19/11/2002,4.54,15/08/2002,4
18/11/2002,3.99,18/11/2002,4.56,14/08/2002,4
15/11/2002,3.96,15/11/2002,4.55,13/08/2002,4
14/11/2002,3.96,14/11/2002,4.55,12/08/2002,4
13/11/2002,3.91,13/11/2002,4.5,09/08/2002,4
12/11/2002,3.89,12/11/2002,4.48,08/08/2002,4
11/11/2002,3.9,11/11/2002,4.51,07/08/2002,4
08/11/2002,3.93,08/11/2002,4.55,06/08/2002,4
07/11/2002,3.94,07/11/2002,4.6,05/08/2002,4
06/11/2002,3.927,06/11/2002,4.683,02/08/2002,4
05/11/2002,3.918,05/11/2002,4.679,01/08/2002,4
04/11/2002,3.889,04/11/2002,4.626,31/07/2002,4
01/11/2002,3.885,01/11/2002,4.599,30/07/2002,4
31/10/2002,3.845,31/10/2002,4.556,29/07/2002,4
30/10/2002,3.853,30/10/2002,4.601,26/07/2002,4
29/10/2002,3.818,29/10/2002,4.577,25/07/2002,4
28/10/2002,3.863,28/10/2002,4.623,24/07/2002,4
25/10/2002,3.931,25/10/2002,4.662,23/07/2002,4
24/10/2002,4.01,24/10/2002,4.702,22/07/2002,4
23/10/2002,3.993,23/10/2002,4.668,19/07/2002,4
22/10/2002,4.097,22/10/2002,4.735,18/07/2002,4
21/10/2002,3.85,21/10/2002,4.677,17/07/2002,4
18/10/2002,3.854,18/10/2002,4.673,16/07/2002,4
17/10/2002,3.86,17/10/2002,4.662,15/07/2002,4
16/10/2002,3.868,16/10/2002,4.686,12/07/2002,4
15/10/2002,3.857,15/10/2002,4.655,11/07/2002,4
14/10/2002,3.746,14/10/2002,4.553,10/07/2002,4
11/10/2002,3.737,11/10/2002,4.53,09/07/2002,4
10/10/2002,3.674,10/10/2002,4.491,08/07/2002,4
09/10/2002,3.604,09/10/2002,4.412,05/07/2002,4
08/10/2002,3.581,08/10/2002,4.424,04/07/2002,4
07/10/2002,3.585,07/10/2002,4.43,03/07/2002,4
04/10/2002,3.659,04/10/2002,4.499,02/07/2002,4
03/10/2002,3.613,03/10/2002,4.485,01/07/2002,4
02/10/2002,3.573,02/10/2002,4.456,28/06/2002,4
01/10/2002,3.487,01/10/2002,4.398,27/06/2002,4
30/09/2002,3.485,30/09/2002,4.37,26/06/2002,4
27/09/2002,3.578,27/09/2002,4.443,25/06/2002,4
26/09/2002,3.579,26/09/2002,4.44,24/06/2002,4
25/09/2002,3.564,25/09/2002,4.417,21/06/2002,4
24/09/2002,3.523,24/09/2002,4.37,20/06/2002,4
23/09/2002,3.546,23/09/2002,4.386,19/06/2002,4
20/09/2002,3.598,20/09/2002,4.416,18/06/2002,4
19/09/2002,3.626,19/09/2002,4.365,17/06/2002,4
18/09/2002,3.732,18/09/2002,4.414,14/06/2002,4
17/09/2002,3.815,17/09/2002,4.458,13/06/2002,4
16/09/2002,3.787,16/09/2002,4.43,12/06/2002,4
13/09/2002,3.823,13/09/2002,4.492,11/06/2002,4
12/09/2002,3.88,12/09/2002,4.51,10/06/2002,4
11/09/2002,3.949,11/09/2002,4.567,07/06/2002,4
10/09/2002,3.861,10/09/2002,4.516,06/06/2002,4
09/09/2002,3.782,09/09/2002,4.457,05/06/2002,4
06/09/2002,3.742,06/09/2002,4.445,04/06/2002,4
05/09/2002,3.721,05/09/2002,4.463,03/06/2002,4
04/09/2002,3.737,04/09/2002,4.468,31/05/2002,4
03/09/2002,3.759,03/09/2002,4.474,30/05/2002,4
02/09/2002,3.836,02/09/2002,4.553,29/05/2002,4
30/08/2002,3.905,30/08/2002,4.617,28/05/2002,4
29/08/2002,3.896,29/08/2002,4.599,27/05/2002,4
28/08/2002,3.943,28/08/2002,4.622,24/05/2002,4
27/08/2002,4.013,27/08/2002,4.699,23/05/2002,4
26/08/2002,4.037,26/08/2002,4.711,22/05/2002,4
23/08/2002,4.032,23/08/2002,4.707,21/05/2002,4
22/08/2002,4.072,22/08/2002,4.745,20/05/2002,4
21/08/2002,4.055,21/08/2002,4.703,17/05/2002,4
20/08/2002,4.014,20/08/2002,4.638,16/05/2002,4
19/08/2002,4.071,19/08/2002,4.676,15/05/2002,4
16/08/2002,4.063,16/08/2002,4.671,14/05/2002,4
15/08/2002,4.032,15/08/2002,4.659,13/05/2002,4
14/08/2002,3.86,14/08/2002,4.531,10/05/2002,4
13/08/2002,3.921,13/08/2002,4.599,09/05/2002,4
12/08/2002,3.921,12/08/2002,4.616,08/05/2002,4
09/08/2002,3.928,09/08/2002,4.642,07/05/2002,4
08/08/2002,3.92,08/08/2002,4.668,06/05/2002,4
07/08/2002,3.884,07/08/2002,4.639,03/05/2002,4
06/08/2002,3.94,06/08/2002,4.714,02/05/2002,4
05/08/2002,3.86,05/08/2002,4.666,01/05/2002,4
02/08/2002,3.939,02/08/2002,4.762,30/04/2002,4
01/08/2002,3.974,01/08/2002,4.798,29/04/2002,4
31/07/2002,4.062,31/07/2002,4.856,26/04/2002,4
30/07/2002,4.154,30/07/2002,4.892,25/04/2002,4
29/07/2002,4.173,29/07/2002,4.9,24/04/2002,4
26/07/2002,4.137,26/07/2002,4.845,23/04/2002,4
25/07/2002,4.177,25/07/2002,4.844,22/04/2002,4
24/07/2002,4.11,24/07/2002,4.819,19/04/2002,4
23/07/2002,4.284,23/07/2002,4.899,18/04/2002,4
22/07/2002,4.28,22/07/2002,4.878,17/04/2002,4
19/07/2002,4.343,19/07/2002,4.904,16/04/2002,4
18/07/2002,4.409,18/07/2002,4.948,15/04/2002,4
17/07/2002,4.401,17/07/2002,4.966,12/04/2002,4
16/07/2002,4.344,16/07/2002,4.905,11/04/2002,4
15/07/2002,4.441,15/07/2002,4.899,10/04/2002,4
12/07/2002,4.505,12/07/2002,4.934,09/04/2002,4
11/07/2002,4.535,11/07/2002,4.967,08/04/2002,4
10/07/2002,4.61,10/07/2002,5.041,05/04/2002,4
09/07/2002,4.658,09/07/2002,5.1,04/04/2002,4
08/07/2002,4.684,08/07/2002,5.104,03/04/2002,4
05/07/2002,4.706,05/07/2002,5.093,02/04/2002,4
04/07/2002,4.651,04/07/2002,5.038,28/03/2002,4
03/07/2002,4.624,03/07/2002,5.013,27/03/2002,4
02/07/2002,4.653,02/07/2002,4.998,26/03/2002,4
01/07/2002,4.677,01/07/2002,5.01,25/03/2002,4
28/06/2002,4.695,28/06/2002,5.006,22/03/2002,4
27/06/2002,4.668,27/06/2002,4.949,21/03/2002,4
26/06/2002,4.633,26/06/2002,4.946,20/03/2002,4
25/06/2002,4.737,25/06/2002,5.031,19/03/2002,4
24/06/2002,4.666,24/06/2002,4.959,18/03/2002,4
21/06/2002,4.716,21/06/2002,5.027,15/03/2002,4
20/06/2002,4.725,20/06/2002,5.011,14/03/2002,4
19/06/2002,4.72,19/06/2002,4.972,13/03/2002,4
18/06/2002,4.733,18/06/2002,4.999,12/03/2002,4
17/06/2002,4.76,17/06/2002,5.023,11/03/2002,4
14/06/2002,4.726,14/06/2002,5.015,08/03/2002,4
13/06/2002,4.777,13/06/2002,5.083,07/03/2002,4
12/06/2002,4.832,12/06/2002,5.197,06/03/2002,4
11/06/2002,4.849,11/06/2002,5.214,05/03/2002,4
10/06/2002,4.806,10/06/2002,5.198,04/03/2002,4
07/06/2002,4.792,07/06/2002,5.218,01/03/2002,4
06/06/2002,4.824,06/06/2002,5.215,28/02/2002,4
05/06/2002,4.852,05/06/2002,5.221,27/02/2002,4
04/06/2002,4.887,04/06/2002,5.257,26/02/2002,4
03/06/2002,4.887,03/06/2002,5.257,25/02/2002,4
31/05/2002,4.885,31/05/2002,5.253,22/02/2002,4
30/05/2002,4.86,30/05/2002,5.236,21/02/2002,4
29/05/2002,4.848,29/05/2002,5.25,20/02/2002,4
28/05/2002,4.878,28/05/2002,5.267,19/02/2002,4
27/05/2002,4.909,27/05/2002,5.298,18/02/2002,4
24/05/2002,4.893,24/05/2002,5.238,15/02/2002,4
23/05/2002,4.909,23/05/2002,5.246,14/02/2002,4
22/05/2002,4.889,22/05/2002,5.249,13/02/2002,4
21/05/2002,4.933,21/05/2002,5.259,12/02/2002,4
20/05/2002,4.954,20/05/2002,5.265,11/02/2002,4
17/05/2002,4.979,17/05/2002,5.338,08/02/2002,4
16/05/2002,4.949,16/05/2002,5.299,07/02/2002,4
15/05/2002,4.973,15/05/2002,5.307,06/02/2002,4
14/05/2002,4.911,14/05/2002,5.308,05/02/2002,4
13/05/2002,4.861,13/05/2002,5.268,04/02/2002,4
10/05/2002,4.883,10/05/2002,5.26,01/02/2002,4
09/05/2002,4.871,09/05/2002,5.246,31/01/2002,4
08/05/2002,4.831,08/05/2002,5.207,30/01/2002,4
07/05/2002,4.805,07/05/2002,5.158,29/01/2002,4
06/05/2002,4.831,06/05/2002,5.167,28/01/2002,4
03/05/2002,4.832,03/05/2002,5.169,25/01/2002,4
