Security,GUKG2    Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
08/01/2013,0.392,0.392
07/01/2013,0.434,0.434
04/01/2013,0.458,0.458
03/01/2013,0.442,0.442
02/01/2013,0.398,0.398
01/01/2013,0.323,0.323
31/12/2012,0.323,0.323
28/12/2012,0.312,0.312
27/12/2012,0.286,0.286
26/12/2012,0.341,0.341
25/12/2012,0.341,0.341
24/12/2012,0.341,0.341
21/12/2012,0.329,0.329
20/12/2012,0.37,0.37
19/12/2012,0.374,0.374
18/12/2012,0.375,0.375
17/12/2012,0.349,0.349
14/12/2012,0.326,0.326
13/12/2012,0.317,0.317
12/12/2012,0.293,0.293
11/12/2012,0.292,0.292
10/12/2012,0.277,0.277
07/12/2012,0.254,0.254
06/12/2012,0.257,0.257
05/12/2012,0.302,0.302
04/12/2012,0.317,0.317
03/12/2012,0.332,0.332
30/11/2012,0.315,0.315
29/11/2012,0.282,0.282
28/11/2012,0.278,0.278
27/11/2012,0.322,0.322
26/11/2012,0.308,0.308
23/11/2012,0.307,0.307
22/11/2012,0.306,0.306
21/11/2012,0.302,0.302
20/11/2012,0.293,0.293
19/11/2012,0.268,0.268
16/11/2012,0.246,0.246
15/11/2012,0.238,0.238
14/11/2012,0.25,0.25
13/11/2012,0.257,0.257
12/11/2012,0.242,0.242
09/11/2012,0.247,0.247
08/11/2012,0.233,0.233
07/11/2012,0.227,0.227
06/11/2012,0.236,0.236
05/11/2012,0.23,0.23
02/11/2012,0.255,0.255
01/11/2012,0.268,0.268
31/10/2012,0.264,0.264
30/10/2012,0.258,0.258
29/10/2012,0.241,0.241
26/10/2012,0.248,0.248
25/10/2012,0.258,0.258
24/10/2012,0.242,0.242
23/10/2012,0.248,0.248
22/10/2012,0.26,0.26
19/10/2012,0.254,0.254
18/10/2012,0.269,0.269
17/10/2012,0.263,0.263
16/10/2012,0.252,0.252
15/10/2012,0.226,0.226
12/10/2012,0.205,0.205
11/10/2012,0.229,0.229
10/10/2012,0.221,0.221
09/10/2012,0.195,0.195
08/10/2012,0.199,0.199
05/10/2012,0.208,0.208
04/10/2012,0.186,0.186
03/10/2012,0.18,0.18
02/10/2012,0.196,0.196
01/10/2012,0.2,0.2
28/09/2012,0.19,0.19
27/09/2012,0.197,0.197
26/09/2012,0.194,0.194
25/09/2012,0.21,0.21
24/09/2012,0.214,0.214
21/09/2012,0.22,0.22
20/09/2012,0.222,0.222
19/09/2012,0.229,0.229
18/09/2012,0.225,0.225
17/09/2012,0.241,0.241
14/09/2012,0.269,0.269
13/09/2012,0.202,0.202
12/09/2012,0.21,0.21
11/09/2012,0.171,0.171
10/09/2012,0.152,0.152
07/09/2012,0.118,0.118
06/09/2012,0.139,0.139
05/09/2012,0.108,0.108
04/09/2012,0.079,0.079
03/09/2012,0.078,0.078
31/08/2012,0.077,0.077
30/08/2012,0.098,0.098
29/08/2012,0.134,0.134
28/08/2012,0.112,0.112
27/08/2012,0.139,0.139
24/08/2012,0.123,0.123
23/08/2012,0.156,0.156
22/08/2012,0.176,0.176
21/08/2012,0.202,0.202
20/08/2012,0.161,0.161
17/08/2012,0.155,0.155
16/08/2012,0.188,0.188
15/08/2012,0.188,0.188
14/08/2012,0.144,0.144
13/08/2012,0.132,0.132
10/08/2012,0.114,0.114
09/08/2012,0.15,0.15
08/08/2012,0.128,0.128
07/08/2012,0.117,0.117
06/08/2012,0.074,0.074
03/08/2012,0.111,0.111
02/08/2012,0.061,0.061
01/08/2012,0.095,0.095
31/07/2012,0.086,0.086
30/07/2012,0.108,0.108
27/07/2012,0.118,0.118
26/07/2012,0.092,0.092
25/07/2012,0.065,0.065
24/07/2012,0.081,0.081
23/07/2012,0.099,0.099
20/07/2012,0.118,0.118
19/07/2012,0.137,0.137
18/07/2012,0.159,0.159
17/07/2012,0.204,0.204
16/07/2012,0.21,0.21
13/07/2012,0.232,0.232
12/07/2012,0.215,0.215
11/07/2012,0.218,0.218
10/07/2012,0.224,0.224
09/07/2012,0.21,0.21
06/07/2012,0.198,0.198
05/07/2012,0.225,0.225
04/07/2012,0.281,0.281
03/07/2012,0.311,0.311
02/07/2012,0.27,0.27
29/06/2012,0.282,0.282
28/06/2012,0.268,0.268
27/06/2012,0.286,0.286
26/06/2012,0.286,0.286
25/06/2012,0.283,0.283
22/06/2012,0.315,0.315
21/06/2012,0.29,0.29
20/06/2012,0.307,0.307
19/06/2012,0.241,0.241
18/06/2012,0.244,0.244
15/06/2012,0.219,0.219
14/06/2012,0.285,0.285
13/06/2012,0.277,0.277
12/06/2012,0.271,0.271
11/06/2012,0.252,0.252
08/06/2012,0.235,0.235
07/06/2012,0.275,0.275
06/06/2012,0.286,0.286
05/06/2012,0.253,0.253
04/06/2012,0.261,0.261
01/06/2012,0.261,0.261
31/05/2012,0.235,0.235
30/05/2012,0.257,0.257
29/05/2012,0.285,0.285
28/05/2012,0.244,0.244
25/05/2012,0.23,0.23
24/05/2012,0.245,0.245
23/05/2012,0.261,0.261
22/05/2012,0.294,0.294
21/05/2012,0.297,0.297
18/05/2012,0.311,0.311
17/05/2012,0.333,0.333
16/05/2012,0.369,0.369
15/05/2012,0.393,0.393
14/05/2012,0.388,0.388
11/05/2012,0.404,0.404
10/05/2012,0.423,0.423
09/05/2012,0.401,0.401
08/05/2012,0.404,0.404
07/05/2012,0.415,0.415
04/05/2012,0.404,0.404
03/05/2012,0.415,0.415
02/05/2012,0.417,0.417
01/05/2012,0.444,0.444
30/04/2012,0.449,0.449
27/04/2012,0.425,0.425
26/04/2012,0.404,0.404
25/04/2012,0.428,0.428
24/04/2012,0.425,0.425
23/04/2012,0.456,0.456
20/04/2012,0.477,0.477
19/04/2012,0.459,0.459
18/04/2012,0.464,0.464
17/04/2012,0.43,0.43
16/04/2012,0.398,0.398
13/04/2012,0.391,0.391
12/04/2012,0.406,0.406
11/04/2012,0.411,0.411
10/04/2012,0.391,0.391
09/04/2012,0.419,0.419
06/04/2012,0.419,0.419
05/04/2012,0.419,0.419
04/04/2012,0.432,0.432
03/04/2012,0.419,0.419
02/04/2012,0.434,0.434
30/03/2012,0.419,0.419
29/03/2012,0.436,0.436
28/03/2012,0.431,0.431
27/03/2012,0.449,0.449
26/03/2012,0.487,0.487
23/03/2012,0.446,0.446
22/03/2012,0.456,0.456
21/03/2012,0.474,0.474
20/03/2012,0.471,0.471
19/03/2012,0.483,0.483
16/03/2012,0.481,0.481
15/03/2012,0.463,0.463
14/03/2012,0.51,0.51
13/03/2012,0.468,0.468
12/03/2012,0.431,0.431
09/03/2012,0.435,0.435
08/03/2012,0.435,0.435
07/03/2012,0.433,0.433
06/03/2012,0.423,0.423
05/03/2012,0.443,0.443
02/03/2012,0.389,0.389
01/03/2012,0.45,0.45
29/02/2012,0.413,0.413
28/02/2012,0.42,0.42
27/02/2012,0.401,0.401
24/02/2012,0.379,0.379
23/02/2012,0.394,0.394
22/02/2012,0.386,0.386
21/02/2012,0.447,0.447
20/02/2012,0.432,0.432
17/02/2012,0.432,0.432
16/02/2012,0.43,0.43
15/02/2012,0.401,0.401
14/02/2012,0.399,0.399
13/02/2012,0.392,0.392
10/02/2012,0.382,0.382
09/02/2012,0.422,0.422
08/02/2012,0.413,0.413
07/02/2012,0.46,0.46
06/02/2012,0.42,0.42
03/02/2012,0.418,0.418
02/02/2012,0.38,0.38
01/02/2012,0.399,0.399
31/01/2012,0.357,0.357
30/01/2012,0.359,0.359
27/01/2012,0.383,0.383
26/01/2012,0.378,0.378
25/01/2012,0.422,0.422
24/01/2012,0.445,0.445
23/01/2012,0.427,0.427
20/01/2012,0.408,0.408
19/01/2012,0.376,0.376
18/01/2012,0.427,0.427
17/01/2012,0.401,0.401
16/01/2012,0.39,0.39
13/01/2012,0.381,0.381
12/01/2012,0.397,0.397
11/01/2012,0.388,0.388
10/01/2012,0.431,0.431
09/01/2012,0.386,0.386
06/01/2012,0.402,0.402
05/01/2012,0.413,0.413
04/01/2012,0.402,0.402
03/01/2012,0.363,0.363
02/01/2012,0.33,0.33
30/12/2011,0.327,0.327
29/12/2011,0.301,0.301
28/12/2011,0.317,0.317
27/12/2011,0.341,0.341
26/12/2011,0.341,0.341
23/12/2011,0.341,0.341
22/12/2011,0.337,0.337
21/12/2011,0.377,0.377
20/12/2011,0.371,0.371
19/12/2011,0.322,0.322
16/12/2011,0.311,0.311
15/12/2011,0.364,0.364
14/12/2011,0.342,0.342
13/12/2011,0.371,0.371
12/12/2011,0.362,0.362
09/12/2011,0.393,0.393
08/12/2011,0.35,0.35
07/12/2011,0.381,0.381
06/12/2011,0.378,0.378
05/12/2011,0.398,0.398
02/12/2011,0.376,0.376
01/12/2011,0.375,0.375
30/11/2011,0.46,0.46
29/11/2011,0.423,0.423
28/11/2011,0.412,0.412
25/11/2011,0.455,0.455
24/11/2011,0.484,0.484
23/11/2011,0.481,0.481
22/11/2011,0.481,0.481
21/11/2011,0.49,0.49
18/11/2011,0.483,0.483
17/11/2011,0.5,0.5
16/11/2011,0.489,0.489
15/11/2011,0.497,0.497
14/11/2011,0.494,0.494
11/11/2011,0.539,0.539
10/11/2011,0.545,0.545
09/11/2011,0.516,0.516
08/11/2011,0.52,0.52
07/11/2011,0.517,0.517
04/11/2011,0.533,0.533
03/11/2011,0.552,0.552
02/11/2011,0.549,0.549
01/11/2011,0.525,0.525
31/10/2011,0.529,0.529
28/10/2011,0.551,0.551
27/10/2011,0.595,0.595
26/10/2011,0.578,0.578
25/10/2011,0.578,0.578
24/10/2011,0.59,0.59
21/10/2011,0.576,0.576
20/10/2011,0.581,0.581
19/10/2011,0.595,0.595
18/10/2011,0.585,0.585
17/10/2011,0.6,0.6
14/10/2011,0.621,0.621
13/10/2011,0.605,0.605
12/10/2011,0.626,0.626
11/10/2011,0.633,0.633
10/10/2011,0.654,0.654
07/10/2011,0.624,0.624
06/10/2011,0.618,0.618
05/10/2011,0.584,0.584
04/10/2011,0.585,0.585
03/10/2011,0.575,0.575
30/09/2011,0.579,0.579
29/09/2011,0.58,0.58
28/09/2011,0.594,0.594
27/09/2011,0.564,0.564
26/09/2011,0.562,0.562
23/09/2011,0.532,0.532
22/09/2011,0.53,0.53
21/09/2011,0.534,0.534
20/09/2011,0.535,0.535
19/09/2011,0.539,0.539
16/09/2011,0.536,0.536
15/09/2011,0.544,0.544
14/09/2011,0.571,0.571
13/09/2011,0.558,0.558
12/09/2011,0.529,0.529
09/09/2011,0.526,0.526
08/09/2011,0.554,0.554
07/09/2011,0.58,0.58
06/09/2011,0.577,0.577
05/09/2011,0.533,0.533
02/09/2011,0.552,0.552
01/09/2011,0.563,0.563
31/08/2011,0.602,0.602
30/08/2011,0.555,0.555
29/08/2011,0.593,0.593
26/08/2011,0.596,0.596
25/08/2011,0.572,0.572
24/08/2011,0.598,0.598
23/08/2011,0.588,0.588
22/08/2011,0.573,0.573
19/08/2011,0.595,0.595
18/08/2011,0.578,0.578
17/08/2011,0.59,0.59
16/08/2011,0.656,0.656
15/08/2011,0.675,0.675
12/08/2011,0.647,0.647
11/08/2011,0.635,0.635
10/08/2011,0.543,0.543
09/08/2011,0.608,0.608
08/08/2011,0.581,0.581
05/08/2011,0.551,0.551
04/08/2011,0.603,0.603
03/08/2011,0.628,0.628
02/08/2011,0.625,0.625
01/08/2011,0.616,0.616
29/07/2011,0.632,0.632
28/07/2011,0.668,0.668
27/07/2011,0.681,0.681
26/07/2011,0.708,0.708
25/07/2011,0.708,0.708
22/07/2011,0.708,0.708
21/07/2011,0.753,0.753
20/07/2011,0.717,0.717
19/07/2011,0.699,0.699
18/07/2011,0.697,0.697
15/07/2011,0.7,0.7
14/07/2011,0.715,0.715
13/07/2011,0.712,0.712
12/07/2011,0.706,0.706
11/07/2011,0.718,0.718
08/07/2011,0.759,0.759
07/07/2011,0.805,0.805
06/07/2011,0.794,0.794
05/07/2011,0.811,0.811
04/07/2011,0.82,0.82
01/07/2011,0.822,0.822
30/06/2011,0.828,0.828
29/06/2011,0.808,0.808
28/06/2011,0.793,0.793
27/06/2011,0.733,0.733
24/06/2011,0.699,0.699
23/06/2011,0.716,0.716
22/06/2011,0.759,0.759
21/06/2011,0.796,0.796
20/06/2011,0.796,0.796
17/06/2011,0.77,0.77
16/06/2011,0.745,0.745
15/06/2011,0.784,0.784
14/06/2011,0.849,0.849
13/06/2011,0.843,0.843
10/06/2011,0.815,0.815
09/06/2011,0.859,0.859
08/06/2011,0.853,0.853
07/06/2011,0.889,0.889
06/06/2011,0.878,0.878
03/06/2011,0.903,0.903
02/06/2011,0.869,0.869
01/06/2011,0.88,0.88
31/05/2011,0.921,0.921
30/05/2011,0.962,0.962
27/05/2011,0.918,0.918
26/05/2011,0.933,0.933
25/05/2011,0.93,0.93
24/05/2011,0.941,0.941
23/05/2011,0.933,0.933
20/05/2011,0.978,0.978
19/05/2011,1.013,1.013
18/05/2011,1.02,1.02
17/05/2011,0.985,0.985
16/05/2011,0.998,0.998
13/05/2011,0.989,0.989
12/05/2011,1.015,1.015
11/05/2011,1.063,1.063
10/05/2011,1.02,1.02
09/05/2011,0.993,0.993
06/05/2011,1.014,1.014
05/05/2011,1.023,1.023
04/05/2011,1.017,1.017
03/05/2011,1.022,1.022
02/05/2011,1.175,1.175
29/04/2011,1.204,1.204
28/04/2011,1.098,1.098
27/04/2011,1.185,1.185
26/04/2011,1.088,1.088
25/04/2011,1.123,1.123
22/04/2011,1.123,1.123
21/04/2011,1.124,1.124
20/04/2011,1.152,1.152
19/04/2011,1.149,1.149
18/04/2011,1.146,1.146
15/04/2011,1.2,1.2
14/04/2011,1.244,1.244
13/04/2011,1.259,1.259
12/04/2011,1.253,1.253
11/04/2011,1.391,1.391
08/04/2011,1.403,1.403
07/04/2011,1.372,1.372
06/04/2011,1.399,1.399
05/04/2011,1.442,1.442
04/04/2011,1.377,1.377
01/04/2011,1.379,1.379
31/03/2011,1.356,1.356
30/03/2011,1.317,1.317
29/03/2011,1.294,1.294
28/03/2011,1.265,1.265
25/03/2011,1.282,1.282
24/03/2011,1.26,1.26
23/03/2011,1.282,1.282
22/03/2011,1.298,1.298
21/03/2011,1.218,1.218
18/03/2011,1.185,1.185
17/03/2011,1.228,1.228
16/03/2011,1.17,1.17
15/03/2011,1.204,1.204
14/03/2011,1.231,1.231
11/03/2011,1.292,1.292
10/03/2011,1.351,1.351
09/03/2011,1.389,1.389
08/03/2011,1.386,1.386
07/03/2011,1.366,1.366
04/03/2011,1.394,1.394
03/03/2011,1.445,1.445
02/03/2011,1.391,1.391
01/03/2011,1.397,1.397
28/02/2011,1.397,1.397
25/02/2011,1.408,1.408
24/02/2011,1.454,1.454
23/02/2011,1.525,1.525
22/02/2011,1.5,1.5
21/02/2011,1.499,1.499
18/02/2011,1.527,1.527
17/02/2011,1.459,1.459
16/02/2011,1.499,1.499
15/02/2011,1.546,1.546
14/02/2011,1.521,1.521
11/02/2011,1.558,1.558
10/02/2011,1.555,1.555
09/02/2011,1.547,1.547
08/02/2011,1.529,1.529
07/02/2011,1.554,1.554
04/02/2011,1.518,1.518
03/02/2011,1.439,1.439
02/02/2011,1.497,1.497
01/02/2011,1.396,1.396
31/01/2011,1.299,1.299
28/01/2011,1.261,1.261
27/01/2011,1.276,1.276
26/01/2011,1.267,1.267
25/01/2011,1.188,1.188
24/01/2011,1.311,1.311
21/01/2011,1.343,1.343
20/01/2011,1.351,1.351
19/01/2011,1.3,1.3
18/01/2011,1.373,1.373
17/01/2011,1.341,1.341
14/01/2011,1.338,1.338
13/01/2011,1.318,1.318
12/01/2011,1.356,1.356
11/01/2011,1.295,1.295
10/01/2011,1.249,1.249
07/01/2011,1.202,1.202
06/01/2011,1.185,1.185
05/01/2011,1.198,1.198
04/01/2011,1.144,1.144
03/01/2011,1.1,1.1
31/12/2010,1.097,1.097
30/12/2010,1.173,1.173
29/12/2010,1.253,1.253
28/12/2010,1.224,1.224
27/12/2010,1.218,1.218
24/12/2010,1.23,1.23
23/12/2010,1.217,1.217
22/12/2010,1.218,1.218
21/12/2010,1.202,1.202
20/12/2010,1.173,1.173
17/12/2010,1.207,1.207
16/12/2010,1.24,1.24
15/12/2010,1.226,1.226
14/12/2010,1.214,1.214
13/12/2010,1.158,1.158
10/12/2010,1.111,1.111
09/12/2010,1.074,1.074
08/12/2010,1.109,1.109
07/12/2010,1.037,1.037
06/12/2010,1.003,1.003
03/12/2010,1.021,1.021
02/12/2010,1.017,1.017
01/12/2010,0.991,0.991
30/11/2010,0.913,0.913
29/11/2010,1,1
26/11/2010,1.021,1.021
25/11/2010,1.033,1.033
24/11/2010,1.006,1.006
23/11/2010,0.969,0.969
22/11/2010,1.039,1.039
19/11/2010,1.086,1.086
18/11/2010,1.127,1.127
17/11/2010,1.066,1.066
16/11/2010,1.09,1.09
15/11/2010,1.083,1.083
12/11/2010,1.055,1.055
11/11/2010,1.02,1.02
10/11/2010,0.765,0.765
09/11/2010,0.712,0.712
08/11/2010,0.693,0.693
05/11/2010,0.66,0.66
04/11/2010,0.647,0.647
03/11/2010,0.676,0.676
02/11/2010,0.689,0.689
01/11/2010,0.687,0.687
29/10/2010,0.677,0.677
28/10/2010,0.722,0.722
27/10/2010,0.715,0.715
26/10/2010,0.721,0.721
25/10/2010,0.649,0.649
22/10/2010,0.64,0.64
21/10/2010,0.598,0.598
20/10/2010,0.612,0.612
19/10/2010,0.646,0.646
18/10/2010,0.662,0.662
15/10/2010,0.669,0.669
14/10/2010,0.638,0.638
13/10/2010,0.64,0.64
12/10/2010,0.632,0.632
11/10/2010,0.631,0.631
08/10/2010,0.621,0.621
07/10/2010,0.649,0.649
06/10/2010,0.627,0.627
05/10/2010,0.662,0.662
04/10/2010,0.633,0.633
01/10/2010,0.65,0.65
30/09/2010,0.653,0.653
29/09/2010,0.632,0.632
28/09/2010,0.653,0.653
27/09/2010,0.659,0.659
24/09/2010,0.692,0.692
23/09/2010,0.639,0.639
22/09/2010,0.654,0.654
21/09/2010,0.711,0.711
20/09/2010,0.735,0.735
17/09/2010,0.716,0.716
16/09/2010,0.725,0.725
15/09/2010,0.691,0.691
14/09/2010,0.677,0.677
13/09/2010,0.728,0.728
10/09/2010,0.744,0.744
09/09/2010,0.69,0.69
08/09/2010,0.662,0.662
07/09/2010,0.655,0.655
06/09/2010,0.696,0.696
03/09/2010,0.717,0.717
02/09/2010,0.715,0.715
01/09/2010,0.693,0.693
31/08/2010,0.646,0.646
30/08/2010,0.668,0.668
27/08/2010,0.664,0.664
26/08/2010,0.651,0.651
25/08/2010,0.631,0.631
24/08/2010,0.598,0.598
23/08/2010,0.64,0.64
20/08/2010,0.641,0.641
19/08/2010,0.66,0.66
18/08/2010,0.686,0.686
17/08/2010,0.703,0.703
16/08/2010,0.689,0.689
13/08/2010,0.734,0.734
12/08/2010,0.72,0.72
11/08/2010,0.732,0.732
10/08/2010,0.774,0.774
09/08/2010,0.785,0.785
06/08/2010,0.776,0.776
05/08/2010,0.792,0.792
04/08/2010,0.796,0.796
03/08/2010,0.779,0.779
02/08/2010,0.798,0.798
30/07/2010,0.777,0.777
29/07/2010,0.842,0.842
28/07/2010,0.911,0.911
27/07/2010,0.947,0.947
26/07/2010,0.899,0.899
23/07/2010,0.865,0.865
22/07/2010,0.796,0.796
21/07/2010,0.793,0.793
20/07/2010,0.793,0.793
19/07/2010,0.774,0.774
16/07/2010,0.749,0.749
15/07/2010,0.778,0.778
14/07/2010,0.793,0.793
13/07/2010,0.772,0.772
12/07/2010,0.743,0.743
09/07/2010,0.741,0.741
08/07/2010,0.773,0.773
07/07/2010,0.766,0.766
06/07/2010,0.747,0.747
05/07/2010,0.744,0.744
02/07/2010,0.779,0.779
01/07/2010,0.755,0.755
30/06/2010,0.746,0.746
29/06/2010,0.784,0.784
28/06/2010,0.749,0.749
25/06/2010,0.728,0.728
24/06/2010,0.734,0.734
23/06/2010,0.77,0.77
22/06/2010,0.784,0.784
21/06/2010,0.86,0.86
18/06/2010,0.881,0.881
17/06/2010,0.843,0.843
16/06/2010,0.861,0.861
15/06/2010,0.87,0.87
14/06/2010,0.898,0.898
11/06/2010,0.815,0.815
10/06/2010,0.871,0.871
09/06/2010,0.82,0.82
08/06/2010,0.791,0.791
07/06/2010,0.817,0.817
04/06/2010,0.847,0.847
03/06/2010,0.904,0.904
02/06/2010,0.881,0.881
01/06/2010,0.898,0.898
31/05/2010,0.884,0.884
28/05/2010,0.884,0.884
27/05/2010,0.898,0.898
26/05/2010,0.881,0.881
25/05/2010,0.844,0.844
24/05/2010,0.889,0.889
21/05/2010,0.871,0.871
20/05/2010,0.848,0.848
19/05/2010,0.891,0.891
18/05/2010,0.925,0.925
17/05/2010,0.907,0.907
14/05/2010,0.927,0.927
13/05/2010,0.989,0.989
12/05/2010,1.047,1.047
11/05/2010,1.115,1.115
10/05/2010,1.14,1.14
07/05/2010,1.079,1.079
06/05/2010,1.076,1.076
05/05/2010,1.069,1.069
04/05/2010,1.093,1.093
03/05/2010,1.123,1.123
30/04/2010,1.13,1.13
29/04/2010,1.217,1.217
28/04/2010,1.208,1.208
27/04/2010,1.224,1.224
26/04/2010,1.288,1.288
23/04/2010,1.289,1.289
22/04/2010,1.23,1.23
21/04/2010,1.196,1.196
20/04/2010,1.159,1.159
19/04/2010,1.14,1.14
16/04/2010,1.13,1.13
15/04/2010,1.168,1.168
14/04/2010,1.158,1.158
13/04/2010,1.154,1.154
12/04/2010,1.185,1.185
09/04/2010,1.17,1.17
08/04/2010,1.151,1.151
07/04/2010,1.22,1.22
06/04/2010,1.22,1.22
05/04/2010,1.158,1.158
02/04/2010,1.159,1.159
01/04/2010,1.154,1.154
31/03/2010,1.157,1.157
30/03/2010,1.193,1.193
29/03/2010,1.172,1.172
26/03/2010,1.192,1.192
25/03/2010,1.196,1.196
24/03/2010,1.205,1.205
23/03/2010,1.182,1.182
22/03/2010,1.212,1.212
19/03/2010,1.245,1.245
18/03/2010,1.244,1.244
17/03/2010,1.22,1.22
16/03/2010,1.207,1.207
15/03/2010,1.212,1.212
12/03/2010,1.227,1.227
11/03/2010,1.254,1.254
10/03/2010,1.23,1.23
09/03/2010,1.238,1.238
08/03/2010,1.318,1.318
05/03/2010,1.116,1.116
04/03/2010,1.055,1.055
03/03/2010,1.084,1.084
02/03/2010,0.999,0.999
01/03/2010,1.002,1.002
26/02/2010,0.944,0.944
25/02/2010,0.963,0.963
24/02/2010,1.025,1.025
23/02/2010,1.067,1.067
22/02/2010,1.116,1.116
19/02/2010,1.149,1.149
18/02/2010,1.142,1.142
17/02/2010,1.152,1.152
16/02/2010,1.161,1.161
15/02/2010,1.194,1.194
12/02/2010,1.169,1.169
11/02/2010,1.209,1.209
10/02/2010,1.131,1.131
09/02/2010,1.222,1.222
08/02/2010,1.21,1.21
05/02/2010,1.146,1.146
04/02/2010,1.174,1.174
03/02/2010,1.205,1.205
02/02/2010,1.217,1.217
01/02/2010,1.234,1.234
29/01/2010,1.255,1.255
28/01/2010,1.281,1.281
27/01/2010,1.214,1.214
26/01/2010,1.196,1.196
25/01/2010,1.229,1.229
22/01/2010,1.246,1.246
21/01/2010,1.23,1.23
20/01/2010,1.329,1.329
19/01/2010,1.313,1.313
18/01/2010,1.216,1.216
15/01/2010,1.214,1.214
14/01/2010,1.232,1.232
13/01/2010,1.221,1.221
12/01/2010,1.189,1.189
11/01/2010,1.202,1.202
08/01/2010,1.265,1.265
07/01/2010,1.274,1.274
06/01/2010,1.295,1.295
05/01/2010,1.323,1.323
04/01/2010,1.31,1.31
01/01/2010,1.315,1.315
31/12/2009,1.315,1.315
30/12/2009,1.358,1.358
29/12/2009,1.38,1.38
28/12/2009,1.328,1.328
25/12/2009,1.323,1.323
24/12/2009,1.324,1.324
23/12/2009,1.313,1.313
22/12/2009,1.243,1.243
21/12/2009,1.198,1.198
18/12/2009,1.121,1.121
17/12/2009,1.182,1.182
16/12/2009,1.23,1.23
15/12/2009,1.25,1.25
14/12/2009,1.198,1.198
11/12/2009,1.227,1.227
10/12/2009,1.169,1.169
09/12/2009,1.116,1.116
08/12/2009,1.149,1.149
07/12/2009,1.177,1.177
04/12/2009,1.204,1.204
03/12/2009,1.149,1.149
02/12/2009,1.151,1.151
01/12/2009,1.15,1.15
30/11/2009,1.175,1.175
27/11/2009,1.2,1.2
26/11/2009,1.173,1.173
25/11/2009,1.22,1.22
24/11/2009,1.239,1.239
23/11/2009,1.238,1.238
20/11/2009,1.24,1.24
19/11/2009,1.257,1.257
18/11/2009,1.268,1.268
17/11/2009,1.285,1.285
16/11/2009,1.345,1.345
13/11/2009,1.336,1.336
12/11/2009,1.293,1.293
11/11/2009,0.715,0.715
10/11/2009,0.765,0.765
09/11/2009,0.766,0.766
06/11/2009,0.83,0.83
05/11/2009,0.893,0.893
04/11/2009,0.906,0.906
03/11/2009,0.888,0.888
02/11/2009,0.904,0.904
30/10/2009,0.857,0.857
29/10/2009,0.902,0.902
28/10/2009,0.838,0.838
27/10/2009,0.826,0.826
26/10/2009,0.913,0.913
23/10/2009,0.908,0.908
22/10/2009,0.963,0.963
21/10/2009,0.974,0.974
20/10/2009,0.817,0.817
19/10/2009,0.876,0.876
16/10/2009,0.876,0.876
15/10/2009,0.863,0.863
14/10/2009,0.834,0.834
13/10/2009,0.788,0.788
12/10/2009,0.746,0.746
09/10/2009,0.808,0.808
08/10/2009,0.707,0.707
07/10/2009,0.731,0.731
06/10/2009,0.743,0.743
05/10/2009,0.747,0.747
02/10/2009,0.758,0.758
01/10/2009,0.769,0.769
30/09/2009,0.882,0.882
29/09/2009,0.88,0.88
28/09/2009,0.773,0.773
25/09/2009,0.738,0.738
24/09/2009,0.78,0.78
23/09/2009,0.857,0.857
22/09/2009,0.858,0.858
21/09/2009,0.859,0.859
18/09/2009,0.841,0.841
17/09/2009,0.835,0.835
16/09/2009,0.812,0.812
15/09/2009,0.762,0.762
14/09/2009,0.879,0.879
11/09/2009,0.877,0.877
10/09/2009,0.91,0.91
09/09/2009,0.967,0.967
08/09/2009,0.915,0.915
07/09/2009,0.89,0.89
04/09/2009,0.913,0.913
03/09/2009,0.936,0.936
02/09/2009,0.896,0.896
01/09/2009,0.881,0.881
31/08/2009,0.867,0.867
28/08/2009,0.875,0.875
27/08/2009,0.892,0.892
26/08/2009,0.918,0.918
25/08/2009,0.855,0.855
24/08/2009,0.891,0.891
21/08/2009,0.896,0.896
20/08/2009,0.898,0.898
19/08/2009,0.909,0.909
18/08/2009,0.997,0.997
17/08/2009,0.911,0.911
14/08/2009,0.92,0.92
13/08/2009,0.991,0.991
12/08/2009,1.064,1.064
11/08/2009,1.152,1.152
10/08/2009,1.175,1.175
07/08/2009,1.31,1.31
06/08/2009,1.285,1.285
05/08/2009,1.303,1.303
04/08/2009,1.307,1.307
03/08/2009,1.291,1.291
31/07/2009,1.233,1.233
30/07/2009,1.342,1.342
29/07/2009,1.351,1.351
28/07/2009,1.348,1.348
27/07/2009,1.366,1.366
24/07/2009,1.328,1.328
23/07/2009,1.354,1.354
22/07/2009,1.233,1.233
21/07/2009,1.21,1.21
20/07/2009,1.217,1.217
17/07/2009,1.169,1.169
16/07/2009,1.129,1.129
15/07/2009,1.172,1.172
14/07/2009,1.119,1.119
13/07/2009,1.059,1.059
10/07/2009,1.115,1.115
09/07/2009,1.189,1.189
08/07/2009,1.103,1.103
07/07/2009,1.192,1.192
06/07/2009,1.205,1.205
03/07/2009,1.248,1.248
02/07/2009,1.294,1.294
01/07/2009,1.372,1.372
30/06/2009,1.333,1.333
29/06/2009,1.229,1.229
26/06/2009,1.162,1.162
25/06/2009,1.147,1.147
24/06/2009,1.169,1.169
23/06/2009,1.234,1.234
22/06/2009,1.26,1.26
19/06/2009,1.316,1.316
