Security,GUKG2    Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
02/08/2016,0.193,0.193
01/08/2016,0.164,0.164
29/07/2016,0.11,0.11
28/07/2016,0.123,0.123
27/07/2016,0.134,0.134
26/07/2016,0.168,0.168
25/07/2016,0.137,0.137
22/07/2016,0.131,0.131
21/07/2016,0.165,0.165
20/07/2016,0.179,0.179
19/07/2016,0.171,0.171
18/07/2016,0.17,0.17
15/07/2016,0.166,0.166
14/07/2016,0.141,0.141
13/07/2016,0.116,0.116
12/07/2016,0.186,0.186
11/07/2016,0.155,0.155
08/07/2016,0.123,0.123
07/07/2016,0.142,0.142
06/07/2016,0.134,0.134
05/07/2016,0.118,0.118
04/07/2016,0.144,0.144
01/07/2016,0.16,0.16
30/06/2016,0.099,0.099
29/06/2016,0.204,0.204
28/06/2016,0.191,0.191
27/06/2016,0.151,0.151
24/06/2016,0.273,0.273
23/06/2016,0.523,0.523
22/06/2016,0.488,0.488
21/06/2016,0.501,0.501
20/06/2016,0.466,0.466
17/06/2016,0.388,0.388
16/06/2016,0.344,0.344
15/06/2016,0.336,0.336
14/06/2016,0.356,0.356
13/06/2016,0.378,0.378
10/06/2016,0.394,0.394
09/06/2016,0.381,0.381
08/06/2016,0.379,0.379
07/06/2016,0.362,0.362
06/06/2016,0.337,0.337
03/06/2016,0.338,0.338
02/06/2016,0.377,0.377
01/06/2016,0.406,0.406
31/05/2016,0.432,0.432
30/05/2016,0.459,0.459
27/05/2016,0.459,0.459
26/05/2016,0.444,0.444
25/05/2016,0.478,0.478
24/05/2016,0.481,0.481
23/05/2016,0.445,0.445
20/05/2016,0.441,0.441
19/05/2016,0.435,0.435
18/05/2016,0.425,0.425
17/05/2016,0.378,0.378
16/05/2016,0.381,0.381
13/05/2016,0.373,0.373
12/05/2016,0.386,0.386
11/05/2016,0.375,0.375
10/05/2016,0.381,0.381
09/05/2016,0.396,0.396
06/05/2016,0.406,0.406
05/05/2016,0.42,0.42
04/05/2016,0.459,0.459
03/05/2016,0.483,0.483
02/05/2016,0.528,0.528
29/04/2016,0.528,0.528
28/04/2016,0.536,0.536
27/04/2016,0.542,0.542
26/04/2016,0.552,0.552
25/04/2016,0.526,0.526
22/04/2016,0.504,0.504
21/04/2016,0.509,0.509
20/04/2016,0.464,0.464
19/04/2016,0.465,0.465
18/04/2016,0.466,0.466
15/04/2016,0.433,0.433
14/04/2016,0.447,0.447
13/04/2016,0.429,0.429
12/04/2016,0.438,0.438
11/04/2016,0.404,0.404
08/04/2016,0.384,0.384
07/04/2016,0.361,0.361
06/04/2016,0.383,0.383
05/04/2016,0.402,0.402
04/04/2016,0.431,0.431
01/04/2016,0.419,0.419
31/03/2016,0.441,0.441
30/03/2016,0.468,0.468
29/03/2016,0.458,0.458
28/03/2016,0.483,0.483
25/03/2016,0.483,0.483
24/03/2016,0.483,0.483
23/03/2016,0.459,0.459
22/03/2016,0.471,0.471
21/03/2016,0.491,0.491
18/03/2016,0.468,0.468
17/03/2016,0.475,0.475
16/03/2016,0.51,0.51
15/03/2016,0.528,0.528
14/03/2016,0.544,0.544
11/03/2016,0.557,0.557
10/03/2016,0.526,0.526
09/03/2016,0.464,0.464
08/03/2016,0.437,0.437
07/03/2016,0.47,0.47
04/03/2016,0.47,0.47
03/03/2016,0.436,0.436
02/03/2016,0.451,0.451
01/03/2016,0.423,0.423
29/02/2016,0.378,0.378
26/02/2016,0.33,0.33
25/02/2016,0.314,0.314
24/02/2016,0.331,0.331
23/02/2016,0.352,0.352
22/02/2016,0.34,0.34
19/02/2016,0.364,0.364
18/02/2016,0.37,0.37
17/02/2016,0.368,0.368
16/02/2016,0.363,0.363
15/02/2016,0.374,0.374
12/02/2016,0.378,0.378
11/02/2016,0.311,0.311
10/02/2016,0.344,0.344
09/02/2016,0.323,0.323
08/02/2016,0.318,0.318
05/02/2016,0.367,0.367
04/02/2016,0.36,0.36
03/02/2016,0.365,0.365
02/02/2016,0.378,0.378
01/02/2016,0.398,0.398
29/01/2016,0.337,0.337
28/01/2016,0.402,0.402
27/01/2016,0.425,0.425
26/01/2016,0.417,0.417
25/01/2016,0.414,0.414
22/01/2016,0.434,0.434
21/01/2016,0.428,0.428
20/01/2016,0.422,0.422
19/01/2016,0.46,0.46
18/01/2016,0.461,0.461
15/01/2016,0.438,0.438
14/01/2016,0.489,0.489
13/01/2016,0.493,0.493
12/01/2016,0.494,0.494
11/01/2016,0.519,0.519
08/01/2016,0.514,0.514
07/01/2016,0.525,0.525
06/01/2016,0.52,0.52
05/01/2016,0.568,0.568
04/01/2016,0.587,0.587
01/01/2016,0.651,0.651
31/12/2015,0.651,0.651
30/12/2015,0.674,0.674
29/12/2015,0.627,0.627
28/12/2015,0.621,0.621
25/12/2015,0.621,0.621
24/12/2015,0.621,0.621
23/12/2015,0.627,0.627
22/12/2015,0.613,0.613
21/12/2015,0.588,0.588
18/12/2015,0.591,0.591
17/12/2015,0.599,0.599
16/12/2015,0.632,0.632
15/12/2015,0.632,0.632
14/12/2015,0.598,0.598
11/12/2015,0.575,0.575
10/12/2015,0.609,0.609
09/12/2015,0.607,0.607
08/12/2015,0.59,0.59
07/12/2015,0.574,0.574
04/12/2015,0.643,0.643
03/12/2015,0.656,0.656
02/12/2015,0.571,0.571
01/12/2015,0.569,0.569
30/11/2015,0.604,0.604
27/11/2015,0.599,0.599
26/11/2015,0.609,0.609
25/11/2015,0.632,0.632
24/11/2015,0.613,0.613
23/11/2015,0.611,0.611
20/11/2015,0.614,0.614
19/11/2015,0.624,0.624
18/11/2015,0.644,0.644
17/11/2015,0.662,0.662
16/11/2015,0.632,0.632
13/11/2015,0.674,0.674
12/11/2015,0.697,0.697
11/11/2015,0.728,0.728
10/11/2015,0.704,0.704
09/11/2015,0.712,0.712
06/11/2015,0.743,0.743
05/11/2015,0.681,0.681
04/11/2015,0.712,0.712
03/11/2015,0.693,0.693
02/11/2015,0.639,0.639
30/10/2015,0.626,0.626
29/10/2015,0.628,0.628
28/10/2015,0.539,0.539
27/10/2015,0.521,0.521
26/10/2015,0.551,0.551
23/10/2015,0.568,0.568
22/10/2015,0.527,0.527
21/10/2015,0.531,0.531
20/10/2015,0.569,0.569
19/10/2015,0.556,0.556
16/10/2015,0.546,0.546
15/10/2015,0.519,0.519
14/10/2015,0.517,0.517
13/10/2015,0.568,0.568
12/10/2015,0.568,0.568
09/10/2015,0.606,0.606
08/10/2015,0.586,0.586
07/10/2015,0.6,0.6
06/10/2015,0.58,0.58
05/10/2015,0.58,0.58
02/10/2015,0.539,0.539
01/10/2015,0.562,0.562
30/09/2015,0.563,0.563
29/09/2015,0.568,0.568
28/09/2015,0.569,0.569
25/09/2015,0.611,0.611
24/09/2015,0.556,0.556
23/09/2015,0.582,0.582
22/09/2015,0.57,0.57
21/09/2015,0.632,0.632
18/09/2015,0.599,0.599
17/09/2015,0.695,0.695
16/09/2015,0.675,0.675
15/09/2015,0.643,0.643
14/09/2015,0.61,0.61
11/09/2015,0.601,0.601
10/09/2015,0.638,0.638
09/09/2015,0.631,0.631
08/09/2015,0.619,0.619
07/09/2015,0.601,0.601
04/09/2015,0.612,0.612
03/09/2015,0.654,0.654
02/09/2015,0.669,0.669
01/09/2015,0.684,0.684
31/08/2015,0.687,0.687
28/08/2015,0.687,0.687
27/08/2015,0.687,0.687
26/08/2015,0.687,0.687
25/08/2015,0.695,0.695
24/08/2015,0.643,0.643
21/08/2015,0.496,0.496
20/08/2015,0.531,0.531
19/08/2015,0.547,0.547
18/08/2015,0.588,0.588
17/08/2015,0.545,0.545
14/08/2015,0.579,0.579
13/08/2015,0.561,0.561
12/08/2015,0.556,0.556
11/08/2015,0.572,0.572
10/08/2015,0.626,0.626
07/08/2015,0.587,0.587
06/08/2015,0.607,0.607
05/08/2015,0.65,0.65
04/08/2015,0.574,0.574
03/08/2015,0.572,0.572
31/07/2015,0.568,0.568
30/07/2015,0.625,0.625
29/07/2015,0.613,0.613
28/07/2015,0.595,0.595
27/07/2015,0.611,0.611
24/07/2015,0.616,0.616
23/07/2015,0.646,0.646
22/07/2015,0.648,0.648
21/07/2015,0.64,0.64
20/07/2015,0.625,0.625
17/07/2015,0.634,0.634
16/07/2015,0.613,0.613
15/07/2015,0.619,0.619
14/07/2015,0.601,0.601
13/07/2015,0.593,0.593
10/07/2015,0.576,0.576
09/07/2015,0.533,0.533
08/07/2015,0.503,0.503
07/07/2015,0.502,0.502
06/07/2015,0.566,0.566
03/07/2015,0.565,0.565
02/07/2015,0.596,0.596
01/07/2015,0.614,0.614
30/06/2015,0.562,0.562
29/06/2015,0.599,0.599
26/06/2015,0.684,0.684
25/06/2015,0.677,0.677
24/06/2015,0.65,0.65
23/06/2015,0.617,0.617
22/06/2015,0.604,0.604
19/06/2015,0.568,0.568
18/06/2015,0.586,0.586
17/06/2015,0.601,0.601
16/06/2015,0.534,0.534
15/06/2015,0.549,0.549
12/06/2015,0.535,0.535
11/06/2015,0.529,0.529
10/06/2015,0.574,0.574
09/06/2015,0.564,0.564
08/06/2015,0.541,0.541
05/06/2015,0.571,0.571
04/06/2015,0.568,0.568
03/06/2015,0.597,0.597
02/06/2015,0.581,0.581
01/06/2015,0.513,0.513
29/05/2015,0.509,0.509
28/05/2015,0.509,0.509
27/05/2015,0.544,0.544
26/05/2015,0.534,0.534
25/05/2015,0.545,0.545
22/05/2015,0.545,0.545
21/05/2015,0.547,0.547
20/05/2015,0.534,0.534
19/05/2015,0.521,0.521
18/05/2015,0.541,0.541
15/05/2015,0.49,0.49
14/05/2015,0.537,0.537
13/05/2015,0.574,0.574
12/05/2015,0.556,0.556
11/05/2015,0.569,0.569
08/05/2015,0.519,0.519
07/05/2015,0.539,0.539
06/05/2015,0.57,0.57
05/05/2015,0.583,0.583
01/05/2015,0.545,0.545
30/04/2015,0.535,0.535
29/04/2015,0.551,0.551
28/04/2015,0.507,0.507
27/04/2015,0.512,0.512
24/04/2015,0.488,0.488
23/04/2015,0.508,0.508
22/04/2015,0.556,0.556
21/04/2015,0.464,0.464
20/04/2015,0.461,0.461
17/04/2015,0.465,0.465
16/04/2015,0.474,0.474
15/04/2015,0.44,0.44
14/04/2015,0.414,0.414
13/04/2015,0.43,0.43
10/04/2015,0.426,0.426
09/04/2015,0.429,0.429
08/04/2015,0.44,0.44
07/04/2015,0.422,0.422
06/04/2015,0.435,0.435
03/04/2015,0.435,0.435
02/04/2015,0.435,0.435
01/04/2015,0.388,0.388
31/03/2015,0.423,0.423
30/03/2015,0.414,0.414
27/03/2015,0.397,0.397
26/03/2015,0.435,0.435
25/03/2015,0.396,0.396
24/03/2015,0.396,0.396
23/03/2015,0.387,0.387
20/03/2015,0.4,0.4
19/03/2015,0.411,0.411
18/03/2015,0.426,0.426
17/03/2015,0.485,0.485
16/03/2015,0.465,0.465
13/03/2015,0.486,0.486
12/03/2015,0.518,0.518
11/03/2015,0.557,0.557
10/03/2015,0.54,0.54
09/03/2015,0.624,0.624
06/03/2015,0.626,0.626
05/03/2015,0.575,0.575
04/03/2015,0.603,0.603
03/03/2015,0.605,0.605
02/03/2015,0.575,0.575
27/02/2015,0.434,0.434
26/02/2015,0.408,0.408
25/02/2015,0.411,0.411
24/02/2015,0.414,0.414
23/02/2015,0.42,0.42
20/02/2015,0.414,0.414
19/02/2015,0.42,0.42
18/02/2015,0.432,0.432
17/02/2015,0.394,0.394
16/02/2015,0.382,0.382
13/02/2015,0.382,0.382
12/02/2015,0.388,0.388
11/02/2015,0.416,0.416
10/02/2015,0.422,0.422
09/02/2015,0.415,0.415
06/02/2015,0.434,0.434
05/02/2015,0.4,0.4
04/02/2015,0.397,0.397
03/02/2015,0.381,0.381
02/02/2015,0.372,0.372
30/01/2015,0.351,0.351
29/01/2015,0.36,0.36
28/01/2015,0.354,0.354
27/01/2015,0.366,0.366
26/01/2015,0.366,0.366
23/01/2015,0.336,0.336
22/01/2015,0.357,0.357
21/01/2015,0.366,0.366
20/01/2015,0.384,0.384
19/01/2015,0.384,0.384
16/01/2015,0.401,0.401
15/01/2015,0.392,0.392
14/01/2015,0.395,0.395
13/01/2015,0.404,0.404
12/01/2015,0.389,0.389
09/01/2015,0.401,0.401
08/01/2015,0.427,0.427
07/01/2015,0.421,0.421
06/01/2015,0.389,0.389
05/01/2015,0.421,0.421
02/01/2015,0.418,0.418
01/01/2015,0.446,0.446
31/12/2014,0.446,0.446
30/12/2014,0.443,0.443
29/12/2014,0.448,0.448
26/12/2014,0.485,0.485
25/12/2014,0.485,0.485
24/12/2014,0.485,0.485
23/12/2014,0.47,0.47
22/12/2014,0.464,0.464
19/12/2014,0.473,0.473
18/12/2014,0.497,0.497
17/12/2014,0.463,0.463
16/12/2014,0.449,0.449
15/12/2014,0.452,0.452
12/12/2014,0.466,0.466
11/12/2014,0.524,0.524
10/12/2014,0.512,0.512
09/12/2014,0.506,0.506
08/12/2014,0.539,0.539
05/12/2014,0.578,0.578
04/12/2014,0.544,0.544
03/12/2014,0.568,0.568
02/12/2014,0.538,0.538
01/12/2014,0.499,0.499
28/11/2014,0.512,0.512
27/11/2014,0.495,0.495
26/11/2014,0.522,0.522
25/11/2014,0.541,0.541
24/11/2014,0.552,0.552
21/11/2014,0.546,0.546
20/11/2014,0.58,0.58
19/11/2014,0.601,0.601
18/11/2014,0.585,0.585
17/11/2014,0.579,0.579
14/11/2014,0.565,0.565
13/11/2014,0.607,0.607
12/11/2014,0.623,0.623
11/11/2014,0.668,0.668
10/11/2014,0.651,0.651
07/11/2014,0.637,0.637
06/11/2014,0.67,0.67
05/11/2014,0.688,0.688
04/11/2014,0.664,0.664
03/11/2014,0.69,0.69
31/10/2014,0.655,0.655
30/10/2014,0.633,0.633
29/10/2014,0.638,0.638
28/10/2014,0.65,0.65
27/10/2014,0.647,0.647
24/10/2014,0.676,0.676
23/10/2014,0.677,0.677
22/10/2014,0.679,0.679
21/10/2014,0.678,0.678
20/10/2014,0.667,0.667
17/10/2014,0.69,0.69
16/10/2014,0.65,0.65
15/10/2014,0.517,0.517
14/10/2014,0.606,0.606
13/10/2014,0.651,0.651
10/10/2014,0.702,0.702
09/10/2014,0.726,0.726
08/10/2014,0.741,0.741
07/10/2014,0.75,0.75
06/10/2014,0.78,0.78
03/10/2014,0.802,0.802
02/10/2014,0.755,0.755
01/10/2014,0.792,0.792
30/09/2014,0.826,0.826
29/09/2014,0.833,0.833
26/09/2014,0.855,0.855
25/09/2014,0.836,0.836
24/09/2014,0.867,0.867
23/09/2014,0.857,0.857
22/09/2014,0.863,0.863
19/09/2014,0.885,0.885
18/09/2014,0.865,0.865
17/09/2014,0.852,0.852
16/09/2014,0.822,0.822
15/09/2014,0.834,0.834
12/09/2014,0.828,0.828
11/09/2014,0.806,0.806
10/09/2014,0.791,0.791
09/09/2014,0.783,0.783
08/09/2014,0.768,0.768
05/09/2014,0.809,0.809
04/09/2014,0.862,0.862
03/09/2014,0.859,0.859
02/09/2014,0.856,0.856
01/09/2014,0.841,0.841
29/08/2014,0.838,0.838
28/08/2014,0.852,0.852
27/08/2014,0.846,0.846
26/08/2014,0.872,0.872
25/08/2014,0.721,0.721
22/08/2014,0.724,0.724
21/08/2014,0.709,0.709
20/08/2014,0.736,0.736
19/08/2014,0.7,0.7
18/08/2014,0.72,0.72
15/08/2014,0.646,0.646
14/08/2014,0.712,0.712
13/08/2014,0.708,0.708
12/08/2014,0.8,0.8
11/08/2014,0.805,0.805
08/08/2014,0.784,0.784
07/08/2014,0.78,0.78
06/08/2014,0.803,0.803
05/08/2014,0.815,0.815
04/08/2014,0.79,0.79
01/08/2014,0.789,0.789
31/07/2014,0.84,0.84
30/07/2014,0.855,0.855
29/07/2014,0.837,0.837
28/07/2014,0.842,0.842
25/07/2014,0.834,0.834
24/07/2014,0.857,0.857
23/07/2014,0.823,0.823
22/07/2014,0.842,0.842
21/07/2014,0.827,0.827
18/07/2014,0.836,0.836
17/07/2014,0.829,0.829
16/07/2014,0.867,0.867
15/07/2014,0.873,0.873
14/07/2014,0.825,0.825
11/07/2014,0.837,0.837
10/07/2014,0.863,0.863
09/07/2014,0.871,0.871
08/07/2014,0.841,0.841
07/07/2014,0.885,0.885
04/07/2014,0.903,0.903
03/07/2014,0.903,0.903
02/07/2014,0.93,0.93
01/07/2014,0.9,0.9
30/06/2014,0.867,0.867
27/06/2014,0.843,0.843
26/06/2014,0.83,0.83
25/06/2014,0.822,0.822
24/06/2014,0.869,0.869
23/06/2014,0.877,0.877
20/06/2014,0.898,0.898
19/06/2014,0.888,0.888
18/06/2014,0.88,0.88
17/06/2014,0.914,0.914
16/06/2014,0.9,0.9
13/06/2014,0.858,0.858
12/06/2014,0.731,0.731
11/06/2014,0.714,0.714
10/06/2014,0.729,0.729
09/06/2014,0.709,0.709
06/06/2014,0.675,0.675
05/06/2014,0.681,0.681
04/06/2014,0.711,0.711
03/06/2014,0.695,0.695
02/06/2014,0.685,0.685
30/05/2014,0.666,0.666
29/05/2014,0.648,0.648
28/05/2014,0.644,0.644
27/05/2014,0.698,0.698
23/05/2014,0.694,0.694
22/05/2014,0.717,0.717
21/05/2014,0.722,0.722
20/05/2014,0.695,0.695
19/05/2014,0.688,0.688
16/05/2014,0.678,0.678
15/05/2014,0.637,0.637
14/05/2014,0.66,0.66
13/05/2014,0.739,0.739
12/05/2014,0.791,0.791
09/05/2014,0.757,0.757
08/05/2014,0.722,0.722
07/05/2014,0.751,0.751
06/05/2014,0.753,0.753
05/05/2014,0.702,0.702
02/05/2014,0.696,0.696
01/05/2014,0.676,0.676
30/04/2014,0.687,0.687
29/04/2014,0.7,0.7
28/04/2014,0.699,0.699
25/04/2014,0.687,0.687
24/04/2014,0.716,0.716
23/04/2014,0.701,0.701
22/04/2014,0.731,0.731
21/04/2014,0.708,0.708
18/04/2014,0.708,0.708
17/04/2014,0.708,0.708
16/04/2014,0.664,0.664
15/04/2014,0.627,0.627
14/04/2014,0.643,0.643
11/04/2014,0.62,0.62
10/04/2014,0.615,0.615
09/04/2014,0.653,0.653
08/04/2014,0.653,0.653
07/04/2014,0.635,0.635
04/04/2014,0.648,0.648
03/04/2014,0.687,0.687
02/04/2014,0.709,0.709
01/04/2014,0.689,0.689
31/03/2014,0.71,0.71
28/03/2014,0.712,0.712
27/03/2014,0.674,0.674
26/03/2014,0.676,0.676
25/03/2014,0.672,0.672
24/03/2014,0.65,0.65
21/03/2014,0.674,0.674
20/03/2014,0.679,0.679
19/03/2014,0.644,0.644
18/03/2014,0.632,0.632
17/03/2014,0.637,0.637
14/03/2014,0.612,0.612
13/03/2014,0.608,0.608
12/03/2014,0.647,0.647
11/03/2014,0.649,0.649
10/03/2014,0.651,0.651
07/03/2014,0.647,0.647
06/03/2014,0.632,0.632
05/03/2014,0.621,0.621
04/03/2014,0.62,0.62
03/03/2014,0.596,0.596
28/02/2014,0.494,0.494
27/02/2014,0.494,0.494
26/02/2014,0.504,0.504
25/02/2014,0.499,0.499
24/02/2014,0.49,0.49
21/02/2014,0.491,0.491
20/02/2014,0.51,0.51
19/02/2014,0.483,0.483
18/02/2014,0.487,0.487
17/02/2014,0.497,0.497
14/02/2014,0.52,0.52
13/02/2014,0.523,0.523
12/02/2014,0.539,0.539
11/02/2014,0.494,0.494
10/02/2014,0.477,0.477
07/02/2014,0.475,0.475
06/02/2014,0.505,0.505
05/02/2014,0.488,0.488
04/02/2014,0.486,0.486
03/02/2014,0.478,0.478
31/01/2014,0.494,0.494
30/01/2014,0.524,0.524
29/01/2014,0.51,0.51
28/01/2014,0.538,0.538
27/01/2014,0.539,0.539
24/01/2014,0.531,0.531
23/01/2014,0.537,0.537
22/01/2014,0.579,0.579
21/01/2014,0.535,0.535
20/01/2014,0.533,0.533
17/01/2014,0.519,0.519
16/01/2014,0.507,0.507
15/01/2014,0.52,0.52
14/01/2014,0.515,0.515
13/01/2014,0.487,0.487
10/01/2014,0.517,0.517
09/01/2014,0.566,0.566
08/01/2014,0.558,0.558
07/01/2014,0.525,0.525
06/01/2014,0.517,0.517
03/01/2014,0.538,0.538
02/01/2014,0.543,0.543
01/01/2014,0.564,0.564
31/12/2013,0.564,0.564
30/12/2013,0.569,0.569
27/12/2013,0.63,0.63
26/12/2013,0.58,0.58
25/12/2013,0.58,0.58
24/12/2013,0.58,0.58
23/12/2013,0.566,0.566
20/12/2013,0.544,0.544
19/12/2013,0.535,0.535
18/12/2013,0.478,0.478
17/12/2013,0.448,0.448
16/12/2013,0.468,0.468
13/12/2013,0.475,0.475
12/12/2013,0.48,0.48
11/12/2013,0.462,0.462
10/12/2013,0.468,0.468
09/12/2013,0.508,0.508
06/12/2013,0.506,0.506
05/12/2013,0.498,0.498
04/12/2013,0.493,0.493
03/12/2013,0.475,0.475
02/12/2013,0.492,0.492
29/11/2013,0.458,0.458
28/11/2013,0.442,0.442
27/11/2013,0.467,0.467
26/11/2013,0.441,0.441
25/11/2013,0.442,0.442
22/11/2013,0.443,0.443
21/11/2013,0.454,0.454
20/11/2013,0.449,0.449
19/11/2013,0.458,0.458
18/11/2013,0.435,0.435
15/11/2013,0.426,0.426
14/11/2013,0.444,0.444
13/11/2013,0.467,0.467
12/11/2013,0.46,0.46
11/11/2013,0.474,0.474
08/11/2013,0.456,0.456
07/11/2013,0.393,0.393
06/11/2013,0.441,0.441
05/11/2013,0.453,0.453
04/11/2013,0.391,0.391
01/11/2013,0.418,0.418
31/10/2013,0.421,0.421
30/10/2013,0.391,0.391
29/10/2013,0.423,0.423
28/10/2013,0.44,0.44
25/10/2013,0.443,0.443
24/10/2013,0.446,0.446
23/10/2013,0.413,0.413
22/10/2013,0.432,0.432
21/10/2013,0.487,0.487
18/10/2013,0.472,0.472
17/10/2013,0.475,0.475
16/10/2013,0.493,0.493
15/10/2013,0.497,0.497
14/10/2013,0.447,0.447
11/10/2013,0.443,0.443
10/10/2013,0.428,0.428
09/10/2013,0.419,0.419
08/10/2013,0.425,0.425
07/10/2013,0.431,0.431
04/10/2013,0.454,0.454
03/10/2013,0.41,0.41
02/10/2013,0.435,0.435
01/10/2013,0.446,0.446
30/09/2013,0.442,0.442
27/09/2013,0.426,0.426
26/09/2013,0.453,0.453
25/09/2013,0.434,0.434
24/09/2013,0.43,0.43
23/09/2013,0.483,0.483
20/09/2013,0.498,0.498
19/09/2013,0.496,0.496
18/09/2013,0.55,0.55
17/09/2013,0.504,0.504
16/09/2013,0.486,0.486
13/09/2013,0.479,0.479
12/09/2013,0.489,0.489
11/09/2013,0.514,0.514
10/09/2013,0.534,0.534
09/09/2013,0.513,0.513
06/09/2013,0.499,0.499
05/09/2013,0.549,0.549
04/09/2013,0.476,0.476
03/09/2013,0.479,0.479
02/09/2013,0.452,0.452
30/08/2013,0.414,0.414
29/08/2013,0.414,0.414
28/08/2013,0.453,0.453
27/08/2013,0.397,0.397
26/08/2013,0.454,0.454
23/08/2013,0.44,0.44
22/08/2013,0.409,0.409
21/08/2013,0.41,0.41
20/08/2013,0.38,0.38
19/08/2013,0.432,0.432
16/08/2013,0.423,0.423
15/08/2013,0.429,0.429
14/08/2013,0.444,0.444
13/08/2013,0.427,0.427
12/08/2013,0.37,0.37
09/08/2013,0.347,0.347
08/08/2013,0.367,0.367
07/08/2013,0.385,0.385
06/08/2013,0.376,0.376
05/08/2013,0.384,0.384
02/08/2013,0.348,0.348
01/08/2013,0.321,0.321
31/07/2013,0.318,0.318
30/07/2013,0.316,0.316
29/07/2013,0.301,0.301
26/07/2013,0.295,0.295
25/07/2013,0.325,0.325
24/07/2013,0.362,0.362
23/07/2013,0.343,0.343
22/07/2013,0.324,0.324
19/07/2013,0.322,0.322
18/07/2013,0.287,0.287
17/07/2013,0.31,0.31
16/07/2013,0.318,0.318
15/07/2013,0.367,0.367
12/07/2013,0.359,0.359
11/07/2013,0.368,0.368
10/07/2013,0.379,0.379
09/07/2013,0.348,0.348
08/07/2013,0.39,0.39
05/07/2013,0.401,0.401
04/07/2013,0.384,0.384
03/07/2013,0.411,0.411
02/07/2013,0.374,0.374
01/07/2013,0.384,0.384
28/06/2013,0.398,0.398
27/06/2013,0.428,0.428
26/06/2013,0.426,0.426
25/06/2013,0.518,0.518
24/06/2013,0.546,0.546
21/06/2013,0.522,0.522
20/06/2013,0.496,0.496
19/06/2013,0.444,0.444
18/06/2013,0.442,0.442
17/06/2013,0.403,0.403
14/06/2013,0.398,0.398
13/06/2013,0.431,0.431
12/06/2013,0.435,0.435
11/06/2013,0.472,0.472
10/06/2013,0.436,0.436
07/06/2013,0.404,0.404
06/06/2013,0.373,0.373
05/06/2013,0.365,0.365
04/06/2013,0.387,0.387
03/06/2013,0.355,0.355
31/05/2013,0.374,0.374
30/05/2013,0.374,0.374
29/05/2013,0.375,0.375
28/05/2013,0.364,0.364
27/05/2013,0.359,0.359
24/05/2013,0.341,0.341
23/05/2013,0.33,0.33
22/05/2013,0.34,0.34
21/05/2013,0.332,0.332
20/05/2013,0.342,0.342
17/05/2013,0.331,0.331
16/05/2013,0.31,0.31
15/05/2013,0.34,0.34
14/05/2013,0.327,0.327
13/05/2013,0.316,0.316
10/05/2013,0.326,0.326
09/05/2013,0.283,0.283
08/05/2013,0.278,0.278
07/05/2013,0.288,0.288
06/05/2013,0.263,0.263
03/05/2013,0.272,0.272
02/05/2013,0.222,0.222
01/05/2013,0.209,0.209
30/04/2013,0.244,0.244
29/04/2013,0.231,0.231
26/04/2013,0.238,0.238
25/04/2013,0.258,0.258
24/04/2013,0.239,0.239
23/04/2013,0.26,0.26
22/04/2013,0.224,0.224
19/04/2013,0.228,0.228
18/04/2013,0.198,0.198
17/04/2013,0.21,0.21
16/04/2013,0.22,0.22
15/04/2013,0.204,0.204
12/04/2013,0.211,0.211
11/04/2013,0.222,0.222
10/04/2013,0.248,0.248
09/04/2013,0.238,0.238
08/04/2013,0.223,0.223
05/04/2013,0.186,0.186
04/04/2013,0.2,0.2
03/04/2013,0.196,0.196
02/04/2013,0.208,0.208
01/04/2013,0.203,0.203
29/03/2013,0.203,0.203
28/03/2013,0.203,0.203
27/03/2013,0.179,0.179
26/03/2013,0.202,0.202
25/03/2013,0.195,0.195
22/03/2013,0.222,0.222
21/03/2013,0.21,0.21
20/03/2013,0.198,0.198
19/03/2013,0.193,0.193
18/03/2013,0.202,0.202
15/03/2013,0.224,0.224
14/03/2013,0.23,0.23
13/03/2013,0.231,0.231
12/03/2013,0.211,0.211
11/03/2013,0.228,0.228
08/03/2013,0.258,0.258
07/03/2013,0.237,0.237
06/03/2013,0.207,0.207
05/03/2013,0.242,0.242
04/03/2013,0.24,0.24
01/03/2013,0.197,0.197
28/02/2013,0.241,0.241
27/02/2013,0.23,0.23
26/02/2013,0.204,0.204
25/02/2013,0.237,0.237
22/02/2013,0.267,0.267
21/02/2013,0.261,0.261
20/02/2013,0.281,0.281
19/02/2013,0.302,0.302
18/02/2013,0.313,0.313
15/02/2013,0.314,0.314
14/02/2013,0.304,0.304
13/02/2013,0.355,0.355
12/02/2013,0.323,0.323
11/02/2013,0.319,0.319
08/02/2013,0.317,0.317
07/02/2013,0.326,0.326
06/02/2013,0.33,0.33
05/02/2013,0.338,0.338
04/02/2013,0.319,0.319
01/02/2013,0.351,0.351
31/01/2013,0.377,0.377
30/01/2013,0.378,0.378
29/01/2013,0.374,0.374
28/01/2013,0.381,0.381
25/01/2013,0.365,0.365
24/01/2013,0.373,0.373
23/01/2013,0.372,0.372
22/01/2013,0.403,0.403
21/01/2013,0.416,0.416
18/01/2013,0.379,0.379
17/01/2013,0.39,0.39
16/01/2013,0.365,0.365
15/01/2013,0.372,0.372
14/01/2013,0.386,0.386
11/01/2013,0.396,0.396
10/01/2013,0.406,0.406
09/01/2013,0.388,0.388
